franchise,property_name,product_line,manufacturer,release_year,wave,item_name,release_type,source_name,source_url,notes,image_url,packaged_image_url
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,"12"" Scale",Black Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59736&figure=blackranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_BlackRanger-12Scale-1.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,"12"" Scale",Blue Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59734&figure=blueranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_BlueRanger-12Scale-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,"12"" Scale",Gold Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59737&figure=goldranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_GoldRanger-12Scale-1.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,"12"" Scale",Green Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59735&figure=greenranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_GreenRanger-12Scale-1.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,"12"" Scale",Red Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59733&figure=redranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_RedRanger-12Scale-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,"12"" Scale",Villain Fury,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59738&figure=villainfury,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_VillainFury-12Scale-1.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Action Heroes,Black Ranger Action Hero,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59753&figure=blackrangeractionhero,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_BlackRanger-ActionHero-1.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Action Heroes,Blue Ranger Action Hero,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59750&figure=bluerangeractionhero,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_BlueRanger-ActionHero-1.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Action Heroes,Gold Ranger Action Hero,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59757&figure=goldrangeractionhero,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_GoldRanger-ActionHero-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Action Heroes,Graphite Ranger Action Hero,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59758&figure=graphiterangeractionhero,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_GraphiteRanger-ActionHero-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Action Heroes,Green Ranger Action Hero,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59752&figure=greenrangeractionhero,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_GreenRanger-ActionHero-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Action Heroes,Pink Ranger Action Hero,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59751&figure=pinkrangeractionhero,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_PinkRanger-ActionHero-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Action Heroes,Red Ranger Action Hero,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59749&figure=redrangeractionhero,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_RedRanger-ActionHero-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Basic Series,Armored Dino Green Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59747&figure=armoreddinogreenranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_ArmoredDinoGreenRanger-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Basic Series,Armored Dino Red Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59746&figure=armoreddinoredranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_ArmoredDinoRedRanger-Front.jpg
Power Rangers,Power Rangers Dino Charge,Power Rangers Dino Charge,Bandai,2015,Basic Series,Battle Sound Red Ranger,modern,Figure Realm,https://www.figurerealm.com/actionfigure?action=actionfigure&id=59748&figure=battlesoundredranger,Western Power Rangers property imported under the shared Power Rangers franchise.,,https://www.figurerealm.com/galleries/powerrangersdinocharge/thumb_BattleSoundRedRanger-Front.jpg
