franchise,property_name,product_line,manufacturer,release_year,wave,item_name,release_type,source_name,source_url,notes,image_url,packaged_image_url
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Combiners - Series IV Aerialbots (Superion),Air Raid KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-series-iv-aerialbots-superion-kb-toys-exclusive-air-raid/12587/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12590.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Combiners - Series IV Aerialbots (Superion),Fireflight KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-series-iv-aerialbots-superion-kb-toys-exclusive-fireflight/12601/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12604.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Ro-Tor KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-series-iv-aerialbots-superion-kb-toys-exclusive-ro-tor/12615/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12618.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Silverbolt KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-series-iv-aerialbots-superion-kb-toys-exclusive-silverbolt/12629/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12632.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Skydive KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-series-iv-aerialbots-superion-kb-toys-exclusive-skydive/12643/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12646.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Storm Jet KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-series-iv-aerialbots-superion-kb-toys-exclusive-storm-jet/12657/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12660.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Superion KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-series-iv-aerialbots-superion-kb-toys-exclusive-superion/34134/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/34136.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Combiners - Gift Set Only,Ruination Wal-Mart Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-combiners-gift-set-only-wal-mart-exclusive-ruination/23287/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23295.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Deluxe Class,Air Raid & Wind Sheer,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-air-raid-amp-wind-sheer/12203/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12207.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Deluxe Class,Autobot Ratchet,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-autobot-ratchet/23226/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23229.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Blackarachnia,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-blackarachnia/23000/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23003.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Blastcharge,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-blastcharge/12797/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12800.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Dinobot Striker,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-dinobot-striker/23454/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/23457.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Dinobot Triceradon,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-dinobot-triceradon/12234/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12237.jpg,
Transformers,Transformers Universe,Universe,Hasbro/Takara,2003,Universe,Downshift KB Toys Exclusive,figure,Transformerland,https://www.transformerland.com/wiki/toy-info/transformers-universe-deluxe-class-kb-toys-exclusive-downshift/12755/,Supplemental expanded Transformers import from Transformerland; release year is the line launch year when item-level year is not exposed.,https://www.transformerland.com/image/thumbnails/12758.jpg,
