Item,ReleaseType,WaveName,ReleaseYear,ProductLine,PropertyName,Manufacturer
Horn Head,Role Play,Wave 1,1986,Vintage Mad Balls,Mad Balls,Amtoy
Oculus Orbus,Role Play,Wave 1,1986,Vintage Mad Balls,Mad Balls,Amtoy
Screamin Meamie,Role Play,Wave 1,1986,Vintage Mad Balls,Mad Balls,Amtoy
Skull Face,Role Play,Wave 1,1986,Vintage Mad Balls,Mad Balls,Amtoy
Slobulus,Role Play,Wave 1,1986,Vintage Mad Balls,Mad Balls,Amtoy
Bruise Brother,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Fist Face,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Freaky Fullback,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Lock Lips,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Snake Bait,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Splitting Headache,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Swine Sucker,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Wolf Breath,Role Play,Wave 2,1986,Vintage Mad Balls,Mad Balls,Amtoy
Foul Shot,Role Play,Super Mad Balls,1986,Super Mad Balls,Mad Balls,Amtoy
Goal Eater,Role Play,Super Mad Balls,1986,Super Mad Balls,Mad Balls,Amtoy
Touchdown Terror,Role Play,Super Mad Balls,1986,Super Mad Balls,Mad Balls,Amtoy
Bruise Brother,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Dust Brain,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Horn Head,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Lock Lips,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Oculus Orbis,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Screamin Meamie,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Skull Face,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Slobulus,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Wolf Breath,Figure,Head Popping Mad Balls,1986,Head Popping Mad Balls,Mad Balls,Amtoy
Colorforms Playset,Accessory,Licensed Products,1986,Princess of Power,Masters of the Universe,Mattel
Attack Alley and Training Center,Playset,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Chozen (Breakaway Board),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Chozen (Breakaway Fighting Poles),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Competition Center,Playset,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Daniel-san (Breakaway Board),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Daniel-san (Breakaway Ice),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Daniel-san (Breakaway Wood),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Johnny (Breakaway Bamboo Fence),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Johnny (Breakaway Wall),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Kreese (Breakaway Chair),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Kreese (Breakaway Wall),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Miyagi (Breakaway Log),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Miyagi (Breakaway Pole),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Miyagi (Breakaway Wood),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Sato (Breakaway Chain),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Sato (Breakaway Fighting Poles),Figure,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Sato's Cannery,Playset,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Six Piece Action Set,Multi-Pack,Karate Kid,1986,Karate Kid,Karate Kid,Remco
Cat's Lair,Playset,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Cheetara,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Eye of Thundara,Playset,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Grune,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Hachiman,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Jackalman,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Lion-O,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Lion-O Transporter Belt,Role Play,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Monkian,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Mumm-Ra,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Mumm-Ra's Crypt,Playset,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Panthro,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Ratar-O,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Reptillian,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Snowman & Snowmeow,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
S-S-Slithe,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Tuska,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Tygra,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Vultureman,Figure,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Weapons Pack,Accessory,Miniatures,1986,Thundercats Miniatures,Thundercats,LJN
Astro Lion,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Beam-Blaster & Artilleray,Vehicle,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Bionatops,Vehicle,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Blade,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Blast-Attack,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Buzz Saw Hordak,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Clamp Champ,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Cliff Climber,Vehicle,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Comet Cat,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Cometroid,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Crocobite,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Dinosorb,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Faker (2),Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Gore-Illa,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Gwildor,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
King Randor,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Megator,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Mosquitor,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Ninjor,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Orbear,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Rhinorb,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Rotar,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Saurod,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Scareglow,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Scubattack,Vehicle,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Snake Face,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Sorceress,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Squeeeze,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Titus,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Tower Tools,Vehicle,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Turbodactyl,Vehicle,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Tuskor,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Twistoid,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Ty-grrr,Figure,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Tyrantosourus Rex,Vehicle,Wave 6,1987,Vintage MOTU,Masters of the Universe,Mattel
Bubble Power She-Ra,Figure,Wave 3,1987,Princess of Power,Masters of the Universe,Mattel
Lookie,Figure,Wave 3,1987,Princess of Power,Masters of the Universe,Mattel
Netossa,Figure,Wave 3,1987,Princess of Power,Masters of the Universe,Mattel
Royal Swiftwind,Vehicle,Wave 3,1987,Princess of Power,Masters of the Universe,Mattel
Shower Power Catra,Figure,Wave 3,1987,Princess of Power,Masters of the Universe,Mattel
Silverstorm,Vehicle,Wave 3,1987,Princess of Power,Masters of the Universe,Mattel
Spinerella,Figure,Wave 3,1987,Princess of Power,Masters of the Universe,Mattel
Bengali,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Black Laser Saber,Accessory,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Blue Laser Saber,Accessory,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Captain Cracker,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Captain Shiner,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Driller,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Jaga,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Luna Lasher,Accessory,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Luna Lasher Mumm-Ra,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Lynx-o,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Mongor,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Orange Laser Saber,Accessory,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Pumyra,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Red Laser Saber,Accessory,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Safari Joe,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
The Stinger,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Thunderwings,Accessory,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Thunderwings Lion-o,Figure,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Tongue-a-saurus,Vehicle,Wave 3,1987,Vintage Thundercats,Thundercats,LJN
Bluegrass with Sideman,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Buzz-Saw with Shredator,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Copper Kid with May Day,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Flashback with Backlash,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Hotwing with Gyro,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Maraj,Vehicle,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Mo-lec-u-lar with Volt-ure,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
MonStar with Sky-Shadow,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Mumbo-Jumbo with Airshock,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Quicksilver with Tally-Hawk,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Sky-Runner,Vehicle,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Sky-Shadow,Vehicle,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Sprint Hawk,Vehicle,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Stargazer with Sly-Bird,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Steelheart with Rayzor,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Steelwill with Stronghold,Figure,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Stronghold,Vehicle,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Tally-Hawk,Vehicle,Wave 1,1987,Silverhawks,Silverhawks,Kenner
Bad-Too-The-Bone Ghost,Figure,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Bug-Eye Ghost,Figure,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Ecto-1,Vehicle,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Ghostpopper,Role Play,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Gooper Ghost-Banshee Bomber,Figure,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Gooper Ghost-Sludge Bucket,Figure,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Gooper Ghost-Squisher,Figure,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
H2Ghost,Figure,Wave 2,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Firehouse,Playset,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Fright Feature Egon Spangler,Figure,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Fright Feature Peter Venkman,Figure,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Fright Feature Ray Stantz,Figure,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Fright Feature Winston Zedmore,Figure,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Mini Ghost: Mini Goopers,Figure,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Mini Ghost: Mini Shooter,Figure,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Mini Ghost: Mini Traps,Figure,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Proton Pack,Role Play,Wave 3,1987,Vintage Real Ghostbusters,Real Ghostbusters,Kenner
Ace Riker and Hondo McLean,Multi-Pack,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Adventure Packs: Arctic Assault,Accessory,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Adventure Packs: Glider Strke,Accessory,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Adventure Packs: Racing Arena,Accessory,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Adventure Packs: Sea Attack,Accessory,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Billboard Blast,Playset,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Bulldog,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Bullet,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Buzzard,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Floyd Malloy and Vanessa Warfield,Multi-Pack,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Goliath,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Iguana,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Julio Lopez and Calhoun Burns,Multi-Pack,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Laser Command,Playset,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Manta,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Matt Tracker and Jaques LaFleur,Multi-Pack,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Meteor,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Miles Mayhem and Nash Gorey,Multi-Pack,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Pitstop Catapult,Playset,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Razerback,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
The Collector,Playset,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Wildcat,Vehicle,Wave 3,1987,M.A.S.K.,M.A.S.K.,Kenner
Birthday Invitations,Accessory,Licenced Product,1987,Silverhawks,Silverhawks,Kenner
Toothbrush and Stand,Accessory,Licenced Product,1987,Silverhawks,Silverhawks,Kenner
Warning Detector Set,Role Play,Licenced Product,1987,Silverhawks,Silverhawks,Kenner
Air Skiff,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Battle Force 2000: Avalanche,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Battle Force 2000: Blaster,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Battle Force 2000: Blocker,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Battle Force 2000: Dodger,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Battle Force 2000: Knockdown,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Battle Force 2000: Maverick,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Big Boa,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Buzz Boar,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Chuckles,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Coastal Defender,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Commander (V3),Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Jet Pack,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Maggot,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Mamba,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Pogo Ballistic Battle Ball,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra Sea Ray,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra WOLF,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra-Law: Golobulus,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra-Law: Nemesis Enforcer,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Cobra-Law: Royal Guard,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Crazylegs,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Croc Master,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Crossfire,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Crystal Ball,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Defiant,Playset,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Defiant,Playset,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Dreadnok Cycle,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Backstop,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Gyro-Viper,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Hardtop,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Ice Viper,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Payload,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Rumbler,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Sea Slug,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Steam-Roller,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: W.O.R.M.S.,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Driver: Zanzibar,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Falcon,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Fast Draw,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Gung-Ho (V2),Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Jinx,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Law & Order,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Mobile Command Center,Playset,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Outback,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Persuader,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Psych-Out,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Raptor,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Road Toad B.R.V.,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
S.L.A.M.,Vehicle,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Sgt. Slaughter's Renegades: Mercer,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Sgt. Slaughter's Renegades: Red Dog,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Sgt. Slaughter's Renegades: Taurus,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Sneak Peak,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Steel Brigade: Mail Order,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Techno-Viper,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
The Fridge: Mail Order,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
Tunnel Rat,Figure,Wave 6,1987,Vintage G.I. Joe,G.I. Joe,Hasbro
A.T.R. Mobile Proton Cannon,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Anti-Personnel Patroler,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Blast Starr Ground Guardian,Figure,Wave 1,1987,Captain Power,Captain Power,Mattel
Blastpak 1200,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Captain Power,Figure,Wave 1,1987,Captain Power,Captain Power,Mattel
Dread Stalker,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Hawk Masterson,Figure,Wave 1,1987,Captain Power,Captain Power,Mattel
Interlocker Throne,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Lord Dread,Figure,Wave 1,1987,Captain Power,Captain Power,Mattel
Magna Cycle,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Mobile Skybike Launcher,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Phantom Striker,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Phantom Striker Gift Set,Multi-Pack,Wave 1,1987,Captain Power,Captain Power,Mattel
Power Base Fortress,Playset,Wave 1,1987,Captain Power,Captain Power,Mattel
Power Jet XT-7,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Power Laser 3-in-One Target Game,Role Play,Wave 1,1987,Captain Power,Captain Power,Mattel
Power On Energizer,Accessory,Wave 1,1987,Captain Power,Captain Power,Mattel
Powerjet XT-7 Gift Set,Multi-Pack,Wave 1,1987,Captain Power,Captain Power,Mattel
Powerjet XT-7 with Vehicle,Multi-Pack,Wave 1,1987,Captain Power,Captain Power,Mattel
Soarin' Sky Sentry,Figure,Wave 1,1987,Captain Power,Captain Power,Mattel
Tank Ellis,Figure,Wave 1,1987,Captain Power,Captain Power,Mattel
Trans-Field Base Station,Playset,Wave 1,1987,Captain Power,Captain Power,Mattel
Trans-Field Communication Station,Playset,Wave 1,1987,Captain Power,Captain Power,Mattel
Wind-Up Soarin' Beam Deflector,Vehicle,Wave 1,1987,Captain Power,Captain Power,Mattel
Bat Bopper,Vehicle,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Burnheart,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Dark Dragon,Vehicle,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Eagle Eye,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Ghost Finder,Vehicle,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Hooter,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Lionheart,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Lionwings,Vehicle,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Mr. Lucky,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Rags,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Scary Cat,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
See-Thru,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Skull,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Snakebite,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Spooks,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Thunderbolt,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Tomb of Doom,Playset,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Vamp-Paw,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Wierd Wolf,Figure,Supernaturals,1987,Supernaturals,Supernaturals,Tonka
Cassette: Overkill,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Cassette: Slugfest,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Computron: Afterburner,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Computron: Lightspeed,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Computron: Nosecone,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Computron: Scattershot,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Computron: Strafe,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Counterpunch,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Duocon: Battletrap,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Duocon: Flywheels,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Fastlane & Cloudraker,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Fortress Maximus,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Apeface,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Brainstorm,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Chromedome,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Hardhead,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Highbrow,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Mindwipe,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Skullcruncher,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
Headmaster: Snapdragon,Figure,Wave 4,1987,Generation 1,Transformers,Hasbro
