Item,ReleaseType,WaveName,ReleaseYear,ProductLine,PropertyName,Manufacturer
Mini Moto-Cycle with Raphael,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Mini Moto-Slider with Donatello,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Mini Moto-Slider with Michael Angelo,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Multiflex,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Assault Gear Donatello,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Assault Gear Leonardo,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Assault Gear Michael Angelo,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Assault Gear Raphael,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Battle Gear Donatello,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Battle Gear Leonardo,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Battle Gear Michael Angelo,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Ninja Battle Gear Raphael,Role Play,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Paleo Patrol Donatello vs. Stego,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Paleo Patrol Leonardo vs. Scorpion,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Paleo Patrol Michael Angelo vs. Chomper Bug,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Paleo Patrol Raphael vs. Winged Dino,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Paleo Patrol: Tyranno-Blade,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Raph vs. Triceraton,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Raph's Iron Pumpin' Gym,Mini,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sewer Slider Donatello,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sewer Slider Michael Angelo,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Shell Cycle Leonardo,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Shell Cycle Raphael,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Shell Shifter Donatello,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Shell Shifter Leonardo,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Shell Shifter Michael Angelo,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Shell Shifter Raphael,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sludge Runner Donatello,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sludge Runner Leonardo,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sludge Runner Michael Angelo,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sludge Runner Raphael,Vehicle,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sub Sewer Donatello,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sub Sewer Leonardo,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sub Sewer Michael Angelo,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Sub Sewer Raphael,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Thrashmore,Figure,Wave 3,2008,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Beastman,Figure,Wave 1,2008,Classics,Masters of the Universe,Mattel
He-Man,Figure,Wave 1,2008,Classics,Masters of the Universe,Mattel
King Grayskull,Figure,Wave 1,2008,Classics,Masters of the Universe,Mattel
Aerial Assault Donatello and Foot Ninja,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Aerial Assault Leonardo and Shredder,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Aerial Assault Michael Angelo and Elite Foot,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Aerial Assault Raphael and Hun,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Don's Secret Surveilance Lab,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Exoskeleton Donatello,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Exoskeleton Leonardo,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Exoskeleton Michael Angelo,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Exoskeleton Raphael,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Exoskeleton Shredder,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Extreme Sports Donatello vs. Baxter Stockman,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Extreme Sports Leonardo vs. Jammerhead,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Extreme Sports Michael Angelo vs. Foot Elite,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Extreme Sports Raphael vs. Shredder,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Leo vs. Raptor,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Mike's Kickin' Crash Pad,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
S.W.A.T. Don vs. Hun,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
S.W.A.T. Leo vs. Shredder,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
S.W.A.T. Mike vs. Rat King,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
S.W.A.T. Raph vs. Foot Soldier,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Shell Copter,Mini,Wave 4,2009,TMNT Movie Line,Teenage Mutant Ninja Turtles,Playmates
Faker,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
He-Ro,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Hordak,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
King Randor,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Man-At-Arms,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Mer-Man,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Roboto,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Scareglow,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Skeletor,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Stratos,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Teela,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
The Goddess,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Tri-Klops,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Weapons Pack #1 (Ultimate Battlground Assortment),Accessory,Wave 2,2009,Classics,Masters of the Universe,Mattel
Webstor,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Zodac,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Zodak,Figure,Wave 2,2009,Classics,Masters of the Universe,Mattel
Adora,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Battle Armor He-Man,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Battlecat,Vehicle,Wave 3,2010,Classics,Masters of the Universe,Mattel
Buzz-Off,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Castle Grayskull Diorama Stands,Accessory,Wave 3,2010,Classics,Masters of the Universe,Mattel
Chief Carnivus,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Count Marzo,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
DCUC Vs. MOTUC: Lex Luthor Vs. Skeletor,Multi-Pack,Wave 3,2010,Classics,Masters of the Universe,Mattel
DCUC Vs. MOTUC: Superman Vs. He-Man,Multi-Pack,Wave 3,2010,Classics,Masters of the Universe,Mattel
Eternian Palace Guards,Multi-Pack,Wave 3,2010,Classics,Masters of the Universe,Mattel
Evil-Lyn,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Grizzlor,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Gygor,Vehicle,Wave 3,2010,Classics,Masters of the Universe,Mattel
Keldor,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
King Grayskull with Orb,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Map of Eternia,Accessory,Wave 3,2010,Classics,Masters of the Universe,Mattel
Mo-Larr Vs. Skeletor,Multi-Pack,Wave 3,2010,Classics,Masters of the Universe,Mattel
Moss Man,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Optikk,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Orko,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Orko (Color Change),Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
She-Ra,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
She-Ra Silver (SDCC),Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Trap-Jaw,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Tytus,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Weapons Pack #2: Great Wars Assortment,Accessory,Wave 3,2010,Classics,Masters of the Universe,Mattel
Whiplash,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Wun-Dar,Figure,Wave 3,2010,Classics,Masters of the Universe,Mattel
Battle Armor Skeletor,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Battleground Evil-Lyn,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Battleground Teela,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Bow,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Bubble Power She-Ra,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Captain Glenn with Cringer,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Catra,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Clawful,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
DCUC Vs. MOTUC Aquaman Vs. Mer-Man,Multi-Pack,Wave 4,2011,Classics,Masters of the Universe,Mattel
DCUC Vs. MOTUC Bizzaro Vs. Faker,Multi-Pack,Wave 4,2011,Classics,Masters of the Universe,Mattel
DCUC Vs. MOTUC Green Lantern Vs. Zodac,Multi-Pack,Wave 4,2011,Classics,Masters of the Universe,Mattel
DCUC Vs. MOTUC Hawkman Vs. Stratos,Multi-Pack,Wave 4,2011,Classics,Masters of the Universe,Mattel
DCUC Vs. MOTUC Supergirl Vs. She-Ra,Multi-Pack,Wave 4,2011,Classics,Masters of the Universe,Mattel
Demo-Man,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Hurricane Hordak,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Icarius,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
King Hssss,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Leech,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Man-E-Faces,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Map of Etheria,Accessory,Wave 4,2011,Classics,Masters of the Universe,Mattel
Megator,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Panthor,Vehicle,Wave 4,2011,Classics,Masters of the Universe,Mattel
Preternia Disguise He-Man,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Queen Marlena with Cringer,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Shadow Beast,Vehicle,Wave 4,2011,Classics,Masters of the Universe,Mattel
Snoutspout,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Swiftwind,Vehicle,Wave 4,2011,Classics,Masters of the Universe,Mattel
Syklone,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
The Faceless One,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Vikor,Figure,Wave 4,2011,Classics,Masters of the Universe,Mattel
Weapons Rack,Accessory,Wave 4,2011,Classics,Masters of the Universe,Mattel
Wind Raider,Vehicle,Wave 4,2011,Classics,Masters of the Universe,Mattel
50's Chevy Truck V5229,Vehicle,2011,2011,Hot Wheels,Masters of the Universe,Mattel
Dairy Delivery V5258,Vehicle,2011,2011,Hot Wheels,Masters of the Universe,Mattel
Castle Grayskullman,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Cy-Chop,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Dekker,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Drago-Man,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Dragon Blaster Skeletor,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Eternian Gold Power Sword,Accessory,Wave 5,2012,Classics,Masters of the Universe,Mattel
Eternos Palace King Randor,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Fearless Photog,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Fisto,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Flying Stands,Accessory,Wave 5,2012,Classics,Masters of the Universe,Mattel
Frosta,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Granamyr,Vehicle,Wave 5,2012,Classics,Masters of the Universe,Mattel
Griffin,Vehicle,Wave 5,2012,Classics,Masters of the Universe,Mattel
Horde Prime,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Keldor's Dual Bladed Sword,Accessory,Wave 5,2012,Classics,Masters of the Universe,Mattel
Kobra Khan,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Map of Preternia,Accessory,Wave 5,2012,Classics,Masters of the Universe,Mattel
Mekanec,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Mosquitor,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Procrustus,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Rattlor,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Shadow Weaver,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Sir Laser-Lot,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Slush Head,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Snake Man-At-Arms,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Snake Mountain Diorama Stands,Accessory,Wave 5,2012,Classics,Masters of the Universe,Mattel
Snakemen,Multi-Pack,Wave 5,2012,Classics,Masters of the Universe,Mattel
Sorceress,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Spikor,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Star Sisters,Multi-Pack,Wave 5,2012,Classics,Masters of the Universe,Mattel
Stinkor,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Temple of Darkness Sorceress,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
The Mighty Spector,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Thunder Punch He-Man,Figure,Wave 5,2012,Classics,Masters of the Universe,Mattel
Vykron,Multi-Pack,Wave 5,2012,Classics,Masters of the Universe,Mattel
Weapons Pack #3: Great Unrest Assortment,Accessory,Wave 5,2012,Classics,Masters of the Universe,Mattel
April O'Neil,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell: Donatello,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell: Leonardo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell: Michael Angelo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell: Raphael,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection: Donatello,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection: Leonardo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection: Michael Angelo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection: Raphael,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Dogpound,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Donatello,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Dragon Chopper,Vehicle,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Fishface,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Foot Soldier,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Kraang,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Leonardo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Leonardo's Electronic Stealth Sword,Role Play,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Metalhead,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Michael Angelo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Nickelodeon Power Sound FX: Donatello,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Nickelodeon Power Sound FX: Leonardo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Nickelodeon Power Sound FX: Michael Angelo,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Nickelodeon Power Sound FX: Raphael,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Nickelodeon Power Sound FX: Shredder,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Night Shadow Leonardo (SDCC),Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Ninja Combat Gear: Donatello,Role Play,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Ninja Combat Gear: Leonardo,Role Play,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Ninja Combat Gear: Michael Angelo,Role Play,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Ninja Combat Gear: Raphael,Role Play,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Ninja Stealth Bike,Vehicle,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Raphael,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Rippin Rider,Vehicle,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Secret Sewer Layer (Version 1),Playset,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Sewer Spittin Skateboard and Stunt Ramp,Vehicle,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Shell Raiser,Vehicle,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Shredder,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Splinter,Figure,Wave 1,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
3D It Character Creator Mega Refill,Accessory,Licensed Products,2012,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Batros,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Castaspella,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Castle Grayskull,Playset,Wave 6,2013,Classics,Masters of the Universe,Mattel
Clamp Champ,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Fang Man,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Fighting Foe Men,Multi-Pack,Wave 6,2013,Classics,Masters of the Universe,Mattel
Flying Stands 2.0,Accessory,Wave 6,2013,Classics,Masters of the Universe,Mattel
Galactic Protector He-Man,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Geldor,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Horde Troopers,Multi-Pack,Wave 6,2013,Classics,Masters of the Universe,Mattel
Icer,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Jitsu,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Karatti,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
King He-Man,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Lord Dactus,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Mantenna,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Map of Subternia,Accessory,Wave 6,2013,Classics,Masters of the Universe,Mattel
Nepthu,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Netossa,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Octavia,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Plundor,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Ram-Man,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Rokkon and Stonedar,Multi-Pack,Wave 6,2013,Classics,Masters of the Universe,Mattel
Seahawk,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Shokoti,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Sky High with Jet Sled,Vehicle,Wave 6,2013,Classics,Masters of the Universe,Mattel
Snake Face,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Spirit of Hordak,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Stackable Figure Stands,Accessory,Wave 6,2013,Classics,Masters of the Universe,Mattel
Standor,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Strobo,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Strong-Or,Figure,Wave 6,2013,Classics,Masters of the Universe,Mattel
Weapons Pack #4: End of Wars,Accessory,Wave 6,2013,Classics,Masters of the Universe,Mattel
Anchovy Alley,Playset,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell Donatello (Reg),Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell Leonardo (Reg),Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell Michael Angelo (Reg),Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Battle Shell Raphael (Reg),Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Baxter Stockman,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection Bebop,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection Rocksteady,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection Shredder,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection Splinter,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection: M.E.C.H. Wrekkers Leonardo,Vehicle,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection: M.E.C.H. Wrekkers Raphael,Vehicle,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Classic Collection: Party Wagon,Vehicle,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Cockroach Terminator,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Combat Shell Ultimate Ninja Turtle Pack Leonardo,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Combat Shell Ultimate Ninja Turtle Pack Raphael,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
ComicCon Shredder,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Dojo Foam Weapons Donatello's Bow Staff with Blade,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Dojo Foam Weapons Leonardo's Katana Sword,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Dojo Foam Weapons Michael Angelo's Nunchucks,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Dojo Foam Weapons Raphael's Sais,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Donatello Deluxe Mask,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Donatello Deluxe Mask,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Drop Copter,Vehicle,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Flingers Donatello,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Flingers Leonardo,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Flingers Michael Angelo,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Flingers Raphael,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Giant Ninja in Training Donatello,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Giant Ninja in Training Leonardo,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Giant Ninja in Training Michael Angelo,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Giant Ninja in Training Raphael,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Hover Drome,Vehicle,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Inflatable Training Bag,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Inflatable Training Hands,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Interactive Turtle-Com,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Leatherhead,Figure,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Leo and Donnie's Patrol Buggies,Vehicle,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
Leonardo Deluxe Mask,Role Play,Wave 2,2013,2012 Nick,Teenage Mutant Ninja Turtles,Playmates
