id,franchise,property_name,product_line,item_name,owned,quantity_owned,complete_count,packaged_count,sealed_count,condition,storage_location,ownership_notes,inventory_source_name,inventory_updated_at
4,Star Wars,Star Wars,The Power Of The Force,Luke Skywalker,0,0,0,0,0,,,,,
20,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (1988 series),Leonardo,0,0,0,0,0,,,,,
21,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (1988 series),Shredder,0,0,0,0,0,,,,,
22,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (1988 series),April O'Neil,0,0,0,0,0,,,,,
23,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (1988 series),"Leo, the Sewer Samurai",0,0,0,0,0,,,,,
10133,Star Wars,Shadows of the Empire,Power of the Force,Leia (In Boushh Disguise),0,0,0,0,0,,,,,
10134,Star Wars,Shadows of the Empire,Power of the Force,Luke Skywalker (In Imperial Guard Disguise),0,0,0,0,0,,,,,
10135,Star Wars,Shadows of the Empire,Power of the Force,Prince Xizor,0,0,0,0,0,,,,,
10136,Star Wars,Star Wars,Power of the Force,Ben (Obi-Wan) Kenobi,0,0,0,0,0,,,,,
10137,Star Wars,Star Wars,Power of the Force,C-3PO,0,0,0,0,0,,,,,
10138,Star Wars,Star Wars,Power of the Force,Chewbacca,0,0,0,0,0,,,,,
10139,Star Wars,Star Wars,Power of the Force,Darth Vader,0,0,0,0,0,,,,,
10140,Star Wars,Star Wars,Power of the Force,Han Solo,0,0,0,0,0,,,,,
10141,Star Wars,Star Wars,Power of the Force,Luke Skywalker,0,0,0,0,0,,,,,
10142,Star Wars,Star Wars,Power of the Force,Princess Leia Organa,0,0,0,0,0,,,,,
10143,Star Wars,Star Wars,Power of the Force,Classic Edition 4-Pack,0,0,0,0,0,,,,,
10144,Star Wars,Star Wars,Power of the Force,Han Solo in Stormtrooper Disguise (Fruit Loops Mail Away),0,0,0,0,0,,,,,
10145,Star Wars,Star Wars,Power of the Force,Imperial AT-ST (Scout Walker),0,0,0,0,0,,,,,
10146,Star Wars,Star Wars,Power of the Force,Imperial Speeder Bike,0,0,0,0,0,,,,,
10147,Star Wars,Star Wars,Power of the Force,Landspeeder,0,0,0,0,0,,,,,
10148,Star Wars,Star Wars,Power of the Force,Millennium Falcon,0,0,0,0,0,,,,,
10149,Star Wars,Star Wars,Power of the Force,Rebel Snowspeeder,0,0,0,0,0,,,,,
10150,Star Wars,Star Wars,Power of the Force,TIE Fighter,0,0,0,0,0,,,,,
10151,Star Wars,Star Wars,Power of the Force,X-Wing Fighter,0,0,0,0,0,,,,,
10152,Star Wars,Star Wars,Power of the Force,Yoda,0,0,0,0,0,,,,,
10153,Star Wars,Star Wars,Power of the Force,Jawas,0,0,0,0,0,,,,,
10154,Star Wars,Star Wars,Power of the Force,Luke Skywalker (Jedi Knight),0,0,0,0,0,,,,,
10155,Star Wars,Star Wars,Power of the Force,Momaw Nadon (Hammerhead),0,0,0,0,0,,,,,
10156,Star Wars,Star Wars,Power of the Force,R5-D4,0,0,0,0,0,,,,,
10157,Star Wars,Star Wars,Power of the Force,Tusken Raider,0,0,0,0,0,,,,,
10158,Star Wars,Star Wars,Power of the Force,Boba Fett vs IG-88 (Shadows of the Empire),0,0,0,0,0,,,,,
10159,Star Wars,Star Wars,Power of the Force,Boba Fett with Wing-Blast Rocketpack and Overhead Cannon (Deluxe),0,0,0,0,0,,,,,
10160,Star Wars,Star Wars,Power of the Force,Crowd Control Stormtrooper,0,0,0,0,0,,,,,
10161,Star Wars,Star Wars,Power of the Force,Han Solo with Smuggler Flight Pack,0,0,0,0,0,,,,,
10162,Star Wars,Star Wars,Power of the Force,Luke Skywalker with Desert Sport Skiff,0,0,0,0,0,,,,,
10163,Star Wars,Star Wars,Power of the Force,Prince Xizor vs Darth Vader (Shadows of the Empire),0,0,0,0,0,,,,,
10164,Star Wars,Star Wars,Power of the Force,Probe Droid (Deluxe),0,0,0,0,0,,,,,
10165,Star Wars,Star Wars,Power of the Force,Snowtrooper with E-Web Heavy Repeating Blaster (Deluxe),0,0,0,0,0,,,,,
10166,Star Wars,Star Wars,Power of the Force,Boba Fett's Slave I,0,0,0,0,0,,,,,
10167,Star Wars,Star Wars,Power of the Force,Boba Fett's Slave I (Shadows of the Empire),0,0,0,0,0,,,,,
10168,Star Wars,Star Wars,Power of the Force,Cruisemissle Trooper,0,0,0,0,0,,,,,
10169,Star Wars,Star Wars,Power of the Force,Darth Vader's TIE Fighter,0,0,0,0,0,,,,,
10170,Star Wars,Star Wars,Power of the Force,Dash Rendar's Outrider (Shadows of the Empire),0,0,0,0,0,,,,,
10171,Star Wars,Star Wars,Power of the Force,Luke's T-16 Skyhopper,0,0,0,0,0,,,,,
10172,Star Wars,Star Wars,Power of the Force,Swoop,0,0,0,0,0,,,,,
10173,Star Wars,Star Wars,Power of the Force,Bib Fortuna,0,0,0,0,0,,,,,
10174,Star Wars,Star Wars,Power of the Force,Lak Sivrak,0,0,0,0,0,,,,,
10175,Star Wars,Star Wars,Power of the Force,Ben (Obi-Wan) Kenobi,0,0,0,0,0,,,,,
10176,Star Wars,Star Wars,Power of the Force,Boba Fett,0,0,0,0,0,,,,,
10177,Star Wars,Star Wars,Power of the Force,C-3PO,0,0,0,0,0,,,,,
10178,Star Wars,Star Wars,Power of the Force,Captain Piett (Freeze Frame),0,0,0,0,0,,,,,
10179,Star Wars,Star Wars,Power of the Force,Darth Vader,0,0,0,0,0,,,,,
10180,Star Wars,Star Wars,Power of the Force,Darth Vader (Removable Helmet),0,0,0,0,0,,,,,
10181,Star Wars,Star Wars,Power of the Force,Emperor Palpatine,0,0,0,0,0,,,,,
10182,Star Wars,Star Wars,Power of the Force,Han Solo,0,0,0,0,0,,,,,
10183,Star Wars,Star Wars,Power of the Force,Ishi Tib,0,0,0,0,0,,,,,
10184,Star Wars,Star Wars,Power of the Force,Luke Skywalker (In Stormtrooper Disguise),0,0,0,0,0,,,,,
10185,Star Wars,Star Wars,Power of the Force,Luke Skywalker (In X-Wing Pilot Gear),0,0,0,0,0,,,,,
10186,Star Wars,Star Wars,Power of the Force,Princess Leia Organa,0,0,0,0,0,,,,,
10187,Star Wars,Star Wars,Power of the Force,R2-D2,0,0,0,0,0,,,,,
10188,Star Wars,Star Wars,Power of the Force,Rebel Fleet Trooper,0,0,0,0,0,,,,,
10189,Star Wars,Star Wars,Power of the Force,Stormtrooper,0,0,0,0,0,,,,,
10190,Star Wars,Star Wars,Power of the Force,TIE Fighter Pilot,0,0,0,0,0,,,,,
10191,Star Wars,Star Wars,Power of the Force,Tatooine Stormtrooper,0,0,0,0,0,,,,,
10192,Star Wars,Star Wars,Power of the Force,Weequay Skiff Guard,0,0,0,0,0,,,,,
10193,Star Wars,Star Wars,Power of the Force,Zuckuss,0,0,0,0,0,,,,,
10194,Star Wars,Star Wars,Power of the Force,4-LOM,0,0,0,0,0,,,,,
10195,Star Wars,Star Wars,Power of the Force,C-3PO (Pull-Apart),0,0,0,0,0,,,,,
10196,Star Wars,Star Wars,Power of the Force,Luke Skywalker (Blast Helmet),0,0,0,0,0,,,,,
10197,Star Wars,Star Wars,Power of the Force,Princess Leia Organa (New Likeness),0,0,0,0,0,,,,,
10198,Star Wars,Star Wars,Power of the Force,R2-D2 (Pop-Up Scanner),0,0,0,0,0,,,,,
10199,Star Wars,Star Wars,Power of the Force,Ugnaughts,0,0,0,0,0,,,,,
10200,Star Wars,Star Wars,Power of the Force,Death Star Trooper,0,0,0,0,0,,,,,
10201,Star Wars,Star Wars,Power of the Force,Ree-Yees,0,0,0,0,0,,,,,
10202,Star Wars,Star Wars,Power of the Force,B’omarr Monk,0,0,0,0,0,,,,,
10203,Star Wars,Star Wars,Power of the Force,Cantina Band Member,0,0,0,0,0,,,,,
10204,Star Wars,Star Wars,Power of the Force,Cantina Showdown,0,0,0,0,0,,,,,
10205,Star Wars,Star Wars,Power of the Force,Darth Vader (Electronic Power F/X),0,0,0,0,0,,,,,
10206,Star Wars,Star Wars,Power of the Force,Death Star Escape,0,0,0,0,0,,,,,
10207,Star Wars,Star Wars,Power of the Force,Emperor Palpatine (Electronic Power F/X),0,0,0,0,0,,,,,
10208,Star Wars,Star Wars,Power of the Force,Final Jedi Duel,0,0,0,0,0,,,,,
10209,Star Wars,Star Wars,Power of the Force,A-Wing Fighter,0,0,0,0,0,,,,,
10210,Star Wars,Star Wars,Power of the Force,Dash Rendar's Outrider,0,0,0,0,0,,,,,
10211,Star Wars,Star Wars,Power of the Force,Detention Block Rescue,0,0,0,0,0,,,,,
10212,Star Wars,Star Wars,Power of the Force,Endor Attack,0,0,0,0,0,,,,,
10213,Star Wars,Star Wars,Power of the Force,Hoth Battle,0,0,0,0,0,,,,,
10214,Star Wars,Star Wars,Power of the Force,Imperial AT-AT Walker,0,0,0,0,0,,,,,
10215,Star Wars,Star Wars,Power of the Force,Darth Vader (Flashback),0,0,0,0,0,,,,,
10216,Star Wars,Star Wars,Power of the Force,Emperor Palpatine (Flashback),0,0,0,0,0,,,,,
10217,Star Wars,Star Wars,Power of the Force,Hoth Chewbacca (Flashback),0,0,0,0,0,,,,,
10218,Star Wars,Star Wars,Power of the Force,Luke Skywalker (Flashback),0,0,0,0,0,,,,,
10219,Star Wars,Star Wars,Power of the Force,8D8,0,0,0,0,0,,,,,
10220,Star Wars,Star Wars,Power of the Force,Chewbacca (Boushh's Bounty),0,0,0,0,0,,,,,
10221,Star Wars,Star Wars,Power of the Force,Lobot,0,0,0,0,0,,,,,
10222,Star Wars,Star Wars,Power of the Force,Mon Mothma,0,0,0,0,0,,,,,
10223,Star Wars,Star Wars,Power of the Force,Orrimaarko (Prune Face),0,0,0,0,0,,,,,
10224,Star Wars,Star Wars,Power of the Force,Joh Yowza & Sy Snootles (Max Rebo Band Pairs),0,0,0,0,0,,,,,
10225,Star Wars,Star Wars,Power of the Force,Rebel Pilots,0,0,0,0,0,,,,,
10226,Star Wars,Star Wars,Power of the Force,Tatooine with Luke Skywalker (Complete Galaxy),0,0,0,0,0,,,,,
10227,Star Wars,Star Wars,Power of the Force,AT-AT Driver,0,0,0,0,0,,,,,
10228,Star Wars,Star Wars,Power of the Force,Death Star Droid,0,0,0,0,0,,,,,
10229,Star Wars,Star Wars,Power of the Force,Pote Snitkin,0,0,0,0,0,,,,,
10230,Star Wars,Star Wars,Power of the Force,Princess Leia Organa (In Hoth Gear),0,0,0,0,0,,,,,
10231,Star Wars,Star Wars,Power of the Force,Wuher,0,0,0,0,0,,,,,
10232,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Artoo Detoo (R2-D2),0,0,0,0,0,,,,,
10233,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,C-3PO,0,0,0,0,0,,,,,
10234,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Darth Vader,0,0,0,0,0,,,,,
10235,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Luke Skywalker,0,0,0,0,0,,,,,
10236,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Princess Leia,0,0,0,0,0,,,,,
10237,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Ben (Obi-Wan) Kenobi,0,0,0,0,0,,,,,
10238,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Boba Fett,0,0,0,0,0,,,,,
10239,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Han Solo,0,0,0,0,0,,,,,
10240,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Jawa,0,0,0,0,0,,,,,
10241,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Stormtrooper,0,0,0,0,0,,,,,
10242,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Radio Controlled R2-D2,0,0,0,0,0,,,,,
10243,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Yoda Hand Puppet,0,0,0,0,0,,,,,
10244,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,IG-88,0,0,0,0,0,,,,,
10245,Star Wars,Star Wars,Vintage Kenner Cases,Darth Vader Collector's Case,0,0,0,0,0,,,,,
10246,Star Wars,Star Wars,Vintage Kenner Cases,Vinyl Collector's Case,0,0,0,0,0,,,,,
10247,Star Wars,Star Wars,Vintage Kenner Cases,C-3P0 Collector Case,0,0,0,0,0,,,,,
10248,Star Wars,Star Wars,Vintage Kenner Cases,Chewbacca's Bandolier Strap,0,0,0,0,0,,,,,
10249,Star Wars,Star Wars,Vintage Kenner Cases,Laser Rifle Carry Case,0,0,0,0,0,,,,,
10250,Star Wars,Star Wars,Vintage Kenner Die-Cast,Landspeeder (Die Cast),0,0,0,0,0,,,,,
10251,Star Wars,Star Wars,Vintage Kenner Die-Cast,Tie Fighter (Darth Vader) (Die Cast),0,0,0,0,0,,,,,
10252,Star Wars,Star Wars,Vintage Kenner Die-Cast,Tie Fighter (Die Cast),0,0,0,0,0,,,,,
10253,Star Wars,Star Wars,Vintage Kenner Die-Cast,X-Wing Fighter (Die Cast),0,0,0,0,0,,,,,
10254,Star Wars,Star Wars,Vintage Kenner Die-Cast,Millenium Falcon (Die Cast),0,0,0,0,0,,,,,
10255,Star Wars,Star Wars,Vintage Kenner Die-Cast,Star Destroyer (Imperial Cruiser) (Die Cast),0,0,0,0,0,,,,,
10256,Star Wars,Star Wars,Vintage Kenner Die-Cast,Tie Bomber (Die Cast),0,0,0,0,0,,,,,
10257,Star Wars,Star Wars,Vintage Kenner Die-Cast,Y-Wing Fighter (Die Cast),0,0,0,0,0,,,,,
10258,Star Wars,Star Wars,Vintage Kenner Die-Cast,Slave I (Die Cast),0,0,0,0,0,,,,,
10259,Star Wars,Star Wars,Vintage Kenner Die-Cast,Snowspeeder (Die Cast),0,0,0,0,0,,,,,
10260,Star Wars,Star Wars,Vintage Kenner Die-Cast,Twin-Pod Cloud Car (Die Cast),0,0,0,0,0,,,,,
10261,Star Wars,Star Wars,Vintage Kenner Micro Collection,Bespin Control Room (Micro Collection),0,0,0,0,0,,,,,
10262,Star Wars,Star Wars,Vintage Kenner Micro Collection,Bespin Freeze Chamber (Micro Collection),0,0,0,0,0,,,,,
10263,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Cantina Adventure Set,0,0,0,0,0,,,,,
10264,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Creature Cantina,0,0,0,0,0,,,,,
10265,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Death Star Space Station,0,0,0,0,0,,,,,
10266,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Droid Factory,0,0,0,0,0,,,,,
10267,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Imperial Troop Transporter,0,0,0,0,0,,,,,
10268,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Land of the Jawas,0,0,0,0,0,,,,,
10269,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Landspeeder,0,0,0,0,0,,,,,
10270,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Landspeeder (Sonic Controlled),0,0,0,0,0,,,,,
10271,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Millennium Falcon,0,0,0,0,0,,,,,
10272,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Patrol Dewback,0,0,0,0,0,,,,,
10273,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Sandcrawler (Radio Controlled),0,0,0,0,0,,,,,
10274,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Tie Fighter,0,0,0,0,0,,,,,
10275,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,Tie Fighter (Darth Vader),0,0,0,0,0,,,,,
10276,Star Wars,Star Wars,Vintage Kenner Star Wars Vehicles and Playsets,X-Wing Fighter,0,0,0,0,0,,,,,
10277,Star Wars,Star Wars: Droids,Vintage Kenner Star Wars: Droids Vehicles and Playsets,A-Wing Fighter,0,0,0,0,0,,,,,
10278,Star Wars,Star Wars: Droids,Vintage Kenner Star Wars: Droids Vehicles and Playsets,ATL Interceptor,0,0,0,0,0,,,,,
10279,Star Wars,Star Wars: Droids,Vintage Kenner Star Wars: Droids Vehicles and Playsets,Side Gunner,0,0,0,0,0,,,,,
10280,Star Wars,Star Wars: Ewoks,Vintage Kenner Star Wars: Ewoks Vehicles and Playsets,Ewok Family Hut,0,0,0,0,0,,,,,
10281,Star Wars,Star Wars: Ewoks,Vintage Kenner Star Wars: Ewoks Vehicles and Playsets,Ewok Fire Cart,0,0,0,0,0,,,,,
10282,Star Wars,Star Wars: Ewoks,Vintage Kenner Star Wars: Ewoks Vehicles and Playsets,Ewok Woodland Wagon,0,0,0,0,0,,,,,
10283,Star Wars,The Empire Strikes Back,Vintage Kenner The Empire Strikes Back Vehicles and Playsets,AT-AT,0,0,0,0,0,,,,,
10284,Star Wars,The Empire Strikes Back,Vintage Kenner The Empire Strikes Back Vehicles and Playsets,Cloud City Playset,0,0,0,0,0,,,,,
10285,Star Wars,The Empire Strikes Back,Vintage Kenner The Empire Strikes Back Vehicles and Playsets,Dagobah Action Playset,0,0,0,0,0,,,,,
10286,Star Wars,The Empire Strikes Back,Vintage Kenner The Empire Strikes Back Vehicles and Playsets,Hoth Ice Planet Adventure Set,1,1,1,0,0,Complete,,AppSheet item: Hoth Ice Planet; Property: Star Wars; Line: Vintage Star Wars; Wave: D; Match: franchise+line+wave+item | Access notes: Sears Exclusive,AppSheet v45,2026-04-18 23:43:56
10287,Star Wars,The Empire Strikes Back,Vintage Kenner The Empire Strikes Back Vehicles and Playsets,Scout Walker (AT-ST),0,0,0,0,0,,,,,
10288,Star Wars,The Power Of The Force,Vintage Kenner The Power Of The Force Vehicles and Playsets,Tatooine Skiff,0,0,0,0,0,,,,,
10778,Star Wars,Star Wars,Power of the Force,Luke Skywalker (Hoth Gear),0,0,0,0,0,,,,,
10819,Star Wars,Star Wars,Power of the Force,Admiral Ackbar,0,0,0,0,0,,,,,
10827,Star Wars,Star Wars,Power of the Force,Ben (Obi-Wan) Kenobi (Electronic Power F/X),0,0,0,0,0,,,,,
10835,Star Wars,Star Wars,Power of the Force,Hoth Rebel Soldier with Anti-Vehicle Laser Cannon (Deluxe),0,0,0,0,0,,,,,
10836,Star Wars,Star Wars,Power of the Force,Jabba the Hutt's Dancers,0,0,0,0,0,,,,,
10837,Star Wars,Star Wars,Power of the Force,Luke Skywalker (Electronic Power F/X),0,0,0,0,0,,,,,
10838,Star Wars,Star Wars,Power of the Force,Luke Skywalker Jedi Knight (Theater Edition),0,0,0,0,0,,,,,
10839,Star Wars,Star Wars,Power of the Force,Millennium Falcon With Han Solo (Gunner Station),0,0,0,0,0,,,,,
10840,Star Wars,Star Wars,Power of the Force,Millennium Falcon With Luke Skywalker (Gunner Station),0,0,0,0,0,,,,,
10841,Star Wars,Star Wars,Power of the Force,Mynock Hunt,0,0,0,0,0,,,,,
10842,Star Wars,Star Wars,Power of the Force,Princess Leia and Han Solo (Princess Leia Collection),0,0,0,0,0,,,,,
10843,Star Wars,Star Wars,Power of the Force,Princess Leia and Luke Skywalker (Princess Leia Collection),0,0,0,0,0,,,,,
10850,Star Wars,Star Wars,Power of the Force,Imperial Speeder Bike (Radio Control),0,0,0,0,0,,,,,
10851,Star Wars,Star Wars,Power of the Force,Speeder Bike (Power Racing),0,0,0,0,0,,,,,
10852,Star Wars,Star Wars,Power of the Force,Speeder Bike (with Luke Skywalker In Endor Gear),0,0,0,0,0,,,,,
10853,Star Wars,Star Wars,Power of the Force,Speeder Bike (with Princess Leia Organa In Endor Gear),0,0,0,0,0,,,,,
10854,Star Wars,Star Wars,Power of the Force,X-Wing Fighter,0,0,0,0,0,,,,,
10855,Star Wars,Star Wars,Power of the Force,Ben (Obi-Wan) Kenobi (Flashback),0,0,0,0,0,,,,,
10860,Star Wars,Star Wars,Power of the Force,Princess Leia (Flashback - In Ceremonial Dress),0,0,0,0,0,,,,,
10861,Star Wars,Star Wars,Power of the Force,R2-D2 (Flashback),0,0,0,0,0,,,,,
10871,Star Wars,Star Wars,Power of the Force,Airspeeder (Expanded Universe),0,0,0,0,0,,,,,
10872,Star Wars,Star Wars,Power of the Force,Bantha and Tusken Raider,0,0,0,0,0,,,,,
10873,Star Wars,Star Wars,Power of the Force,Cloud Car (Expanded Universe),0,0,0,0,0,,,,,
10876,Star Wars,Star Wars,Vintage Kenner 12-Inch Action Figures,Chewbacca,0,0,0,0,0,,,,,
10903,Star Wars,Star Wars,Vintage Kenner Mini-Rigs,Mobile Laser Cannon (MLC-3),0,0,0,0,0,,,,,
10904,Star Wars,Star Wars,Vintage Kenner Mini-Rigs,Multi-Terrain Vehicle (MTV-7),0,0,0,0,0,,,,,
10905,Star Wars,Star Wars,Vintage Kenner Mini-Rigs,Personnel Deployment Transport (PDT-8),0,0,0,0,0,,,,,
12719,Star Wars,Star Wars,Power of the Force,Stormtrooper,0,0,0,0,0,,,,,
12720,Star Wars,Star Wars,Power of the Force,Boba Fett,0,0,0,0,0,,,,,
12721,Star Wars,Star Wars,Power of the Force,Lando Calrissian,0,0,0,0,0,,,,,
12722,Star Wars,Star Wars,Power of the Force,Luke Skywalker (In X-Wing Fighter Pilot Gear),0,0,0,0,0,,,,,
12731,Star Wars,Star Wars,Power of the Force,2-1B Medic Droid,0,0,0,0,0,,,,,
12732,Star Wars,Star Wars,Power of the Force,AT-ST Driver,0,0,0,0,0,,,,,
12733,Star Wars,Star Wars,Power of the Force,Bossk,0,0,0,0,0,,,,,
12734,Star Wars,Shadows of the Empire,Power of the Force,Chewbacca (In Bounty Hunter Disguise),0,0,0,0,0,,,,,
12735,Star Wars,Shadows of the Empire,Power of the Force,Dash Rendar,0,0,0,0,0,,,,,
12736,Star Wars,Star Wars,Power of the Force,Greedo,0,0,0,0,0,,,,,
12737,Star Wars,Star Wars,Power of the Force,Han Solo (Endor Gear),0,0,0,0,0,,,,,
12738,Star Wars,Star Wars,Power of the Force,Hoth Rebel Soldier,0,0,0,0,0,,,,,
12739,Star Wars,Star Wars,Power of the Force,Lando Calrissian (Skiff Guard Disguise),0,0,0,0,0,,,,,
12750,Star Wars,Star Wars,Power of the Force,Han Solo (In Hoth Gear),0,0,0,0,0,,,,,
12751,Star Wars,Star Wars,Power of the Force,Luke Skywalker (In Dagobah Fatigues),0,0,0,0,0,,,,,
12752,Star Wars,Star Wars,Power of the Force,TIE Fighter Pilot,0,0,0,0,0,,,,,
12753,Star Wars,Star Wars,Power of the Force,Yoda,0,0,0,0,0,,,,,
12754,Star Wars,Star Wars,Power of the Force,Han Solo (In Carbonite Block),0,0,0,0,0,,,,,
12755,Star Wars,Star Wars,Power of the Force,Jedi Knight Luke Skywalker,0,0,0,0,0,,,,,
12756,Star Wars,Star Wars,Power of the Force,Momaw Nadon (Hammerhead),0,0,0,0,0,,,,,
12757,Star Wars,Star Wars,Power of the Force,R5-D4,0,0,0,0,0,,,,,
12758,Star Wars,Star Wars,Power of the Force,Tusken Raider,0,0,0,0,0,,,,,
12759,Star Wars,Star Wars,Power of the Force,Death Star Gunner,0,0,0,0,0,,,,,
12760,Star Wars,Star Wars,Power of the Force,Greedo,0,0,0,0,0,,,,,
12761,Star Wars,Star Wars,Power of the Force,Tatooine Stormtrooper,0,0,0,0,0,,,,,
12775,Star Wars,Star Wars,Power of the Force,Bespin Luke Skywalker,0,0,0,0,0,,,,,
12776,Star Wars,Star Wars,Power of the Force,Endor Rebel Soldier,0,0,0,0,0,,,,,
12777,Star Wars,Star Wars,Power of the Force,Lando Calrissian (General's Gear),0,0,0,0,0,,,,,
12778,Star Wars,Star Wars,Power of the Force,Princess Leia Organa (Ewok Celebration Outfit),0,0,0,0,0,,,,,
12779,Star Wars,Star Wars,Power of the Force,Biggs Darklighter,0,0,0,0,0,,,,,
12780,Star Wars,Star Wars,Power of the Force,Ewoks Wicket & Logray,0,0,0,0,0,,,,,
12799,Star Wars,Star Wars,Power of the Force,ASP-7 Droid,0,0,0,0,0,,,,,
12802,Star Wars,Star Wars,Power of the Force,Dengar,0,0,0,0,0,,,,,
12803,Star Wars,Star Wars,Power of the Force,Han Solo (In Carbonite Block),0,0,0,0,0,,,,,
12807,Star Wars,Star Wars,Power of the Force,Death Star Gunner,0,0,0,0,0,,,,,
12808,Star Wars,Star Wars,Power of the Force,Ponda Baba,0,0,0,0,0,,,,,
12810,Star Wars,Star Wars,Power of the Force,Bespin Han Solo,0,0,0,0,0,,,,,
12811,Star Wars,Star Wars,Power of the Force,Chewbacca,0,0,0,0,0,,,,,
12813,Star Wars,Star Wars,Power of the Force,Princess Leia Organa (Jabba's Prisoner),0,0,0,0,0,,,,,
12815,Star Wars,Star Wars,Power of the Force,EV-9D9 (with Datapad),0,0,0,0,0,,,,,
12816,Star Wars,Star Wars,Power of the Force,Gamorrean Guard (with Vibro-Ax),0,0,0,0,0,,,,,
12817,Star Wars,Star Wars,Power of the Force,Malakili (Rancor Keeper),0,0,0,0,0,,,,,
12818,Star Wars,Star Wars,Power of the Force,Nien Nunb,0,0,0,0,0,,,,,
12819,Star Wars,Star Wars,Power of the Force,Saelt Marae (Yak Face),0,0,0,0,0,,,,,
12820,Star Wars,Star Wars,Power of the Force,Darth Vader,0,0,0,0,0,,,,,
12821,Star Wars,Star Wars,Power of the Force,Emperor's Royal Guard,0,0,0,0,0,,,,,
12822,Star Wars,Star Wars,Power of the Force,Snowtrooper,0,0,0,0,0,,,,,
12823,Star Wars,Star Wars,Power of the Force,Leia (In Boushh Disguise),0,0,0,0,0,,,,,
12824,Star Wars,Star Wars,Power of the Force,Luke Skywalker (Ceremonial Outfit),0,0,0,0,0,,,,,
12842,Star Wars,Star Wars,Power of the Force,Princess Leia and R2-D2 (Princess Leia Collection),0,0,0,0,0,,,,,
12843,Star Wars,Star Wars,Power of the Force,Princess Leia and Wicket (Princess Leia Collection),0,0,0,0,0,,,,,
12844,Star Wars,Star Wars,Power of the Force,R2-D2 (Electronic Power F/X),0,0,0,0,0,,,,,
12845,Star Wars,Star Wars,Power of the Force,Spirit of Obi-Wan Kenobi,0,0,0,0,0,,,,,
12860,Star Wars,Star Wars,Power of the Force,Yoda (Flashback),0,0,0,0,0,,,,,
12861,Star Wars,Star Wars,Power of the Force,Anakin Skywalker (Flashback),0,0,0,0,0,,,,,
12862,Star Wars,Star Wars,Power of the Force,Aunt Beru (Flashback - with Service Droid),0,0,0,0,0,,,,,
12863,Star Wars,Star Wars,Power of the Force,C-3PO (Flashback),0,0,0,0,0,,,,,
12869,Star Wars,Star Wars,Power of the Force,Dagobah With Yoda (Complete Galaxy),0,0,0,0,0,,,,,
12870,Star Wars,Star Wars,Power of the Force,Death Star with Darth Vader (Complete Galaxy),0,0,0,0,0,,,,,
12871,Star Wars,Star Wars,Power of the Force,Droopy McCool & Barquin D'an (Max Rebo Band Pairs),0,0,0,0,0,,,,,
12872,Star Wars,Star Wars,Power of the Force,Endor with Ewok (Complete Galaxy),0,0,0,0,0,,,,,
12873,Star Wars,Star Wars,Power of the Force,Jabba's Skiff Guards,0,0,0,0,0,,,,,
12874,Star Wars,Star Wars,Power of the Force,Jedi Spirits,0,0,0,0,0,,,,,
12876,Star Wars,Star Wars,Power of the Force,Kabe and Muftak,0,0,0,0,0,,,,,
12877,Star Wars,Star Wars,Power of the Force,Mace Windu (Sneak Preview),0,0,0,0,0,,,,,
