"InventoryID","Item","Type","Property","Line","Wave","ReleaseYear","Complete","Sealed","Boxed","Condition","Notes"
"1381","Optimus Prime","Figure","Transformers","G1 Transformers","Wave 1","1984","True","False","True","Mint","Special Edition: Canadian Pepsi Contest"
"1394","Insecticon: Bombshell","Figure","Transformers","G1 Transformers","Wave 2","1985","True","False","False","Mint","White Box: Signed by Laird"
"1597","Zandar","Figure","G.I. Joe","Vintage G.I. Joe","Wave 5","1986","True","False","False","Mint","with File Card"
"1598","Scarlet","Figure","G.I. Joe","Vintage G.I. Joe","Wave 1","1982","True","False","False","Mint","with File Card"
"1599","Iceberg","Figure","G.I. Joe","Vintage G.I. Joe","Wave 5","1986","True","False","False","Mint","with File Card"
"1600","Psych-Out","Figure","G.I. Joe","Vintage G.I. Joe","Wave 6","1987","True","False","False","Mint","with File Card"
"1601","Stormshadow (V2)","Figure","G.I. Joe","Vintage G.I. Joe","Wave 7","1988","True","False","False","Mint","with File Card"
"1602","Night-Creeper","Figure","G.I. Joe","Vintage G.I. Joe","Wave 9","1990","True","False","False","Mint","with File Card"
"1603","Shipwreck","Figure","G.I. Joe","Vintage G.I. Joe","Wave 4","1985","True","False","False","Mint","with File Card"
"1604","Monkeywrench","Figure","G.I. Joe","Vintage G.I. Joe","Wave 5","1986","True","False","False","Mint","with File Card"
"1605","Bullhorn","Figure","G.I. Joe","Vintage G.I. Joe","Wave 9","1990","True","False","False","Mint","with File Card"
"1606","Ninja Force: Dojo","Figure","G.I. Joe","Vintage G.I. Joe","Wave 11","1992","True","False","False","Mint","with Full Cardback"
"1607","Rock 'n Roll","Figure","G.I. Joe","Vintage G.I. Joe","Wave 1","1982","True","False","False","Mint","with Filecard"
"1608","Mutt","Figure","G.I. Joe","Vintage G.I. Joe","Wave 3","1984","True","False","False","Mint","with Filecard"
"1609","Dial-Tone","Figure","G.I. Joe","Vintage G.I. Joe","Wave 5","1986","True","False","False","Mint","with Filecard"
"1610","Alpine","Figure","G.I. Joe","Vintage G.I. Joe","Wave 4","1985","True","False","False","Mint","with Filecard"
"1612","Tripwire","Figure","G.I. Joe","Vintage G.I. Joe","Wave 2","1983","True","False","False","Mint","with Filecard"
"1613","Dusty (V3)","Figure","G.I. Joe","Vintage G.I. Joe","Wave 10","1991","True","False","False","Mint","with Filecard"
"1614","Sci-Fi","Figure","G.I. Joe","Vintage G.I. Joe","Wave 5","1986","True","False","False","Mint","with Filecard"
"1615","Scoop","Figure","G.I. Joe","Vintage G.I. Joe","Wave 8","1989","True","False","False","Mint","with Filecard"
"1616","Law & Order","Figure","G.I. Joe","Vintage G.I. Joe","Wave 6","1987","True","False","False","Mint","with Filecard"
"1617","Grunt","Figure","G.I. Joe","Vintage G.I. Joe","Wave 1","1982","True","False","False","Mint","with Filecard"
"1618","Zap","Figure","G.I. Joe","Vintage G.I. Joe","Wave 1","1982","True","False","False","Mint","with Filecard"
"1619","Breaker","Figure","G.I. Joe","Vintage G.I. Joe","Wave 1","1982","True","False","False","Mint","with Filecard"
"1620","Roadblock","Figure","G.I. Joe","Vintage G.I. Joe","Wave 3","1984","True","False","False","Mint","with Filecard"
"1621","Barbeque","Figure","G.I. Joe","Vintage G.I. Joe","Wave 4","1985","True","False","False","Mint","with Filecard"
"1623","Metal-Head","Figure","G.I. Joe","Vintage G.I. Joe","Wave 9","1990","True","False","False","Mint","with Filecard"
"1624","Falcon","Figure","G.I. Joe","Vintage G.I. Joe","Wave 6","1987","True","False","False","Mint","with Full Cardback"
"1625","Airtight","Figure","G.I. Joe","Vintage G.I. Joe","Wave 4","1985","True","False","False","Mint","with Full Cardback"
"1626","Leatherneck","Figure","G.I. Joe","Vintage G.I. Joe","Wave 5","1986","True","False","False","Mint","with Full Cardback"
"1627","Spearhead & Max","Figure","G.I. Joe","Vintage G.I. Joe","Wave 7","1988","True","False","False","Mint","with Full Cardback"
"1628","Quick Kick","Figure","G.I. Joe","Vintage G.I. Joe","Wave 4","1985","True","False","False","Mint","with Filecard"
"1629","Budo","Figure","G.I. Joe","Vintage G.I. Joe","Wave 7","1988","True","False","False","Mint","with Filecard"
"1630","Cobra Commander","Figure","G.I. Joe","Vintage G.I. Joe","Wave 2","1983","True","False","False","Mint","with Filecard"
"1635","Slyther","Figure","G.I. Joe","Vintage G.I. Joe","Wave 17","1998","True","True","False","Mint","Graded Manimal"
"1636","War Wolf","Figure","G.I. Joe","Vintage G.I. Joe","Wave 17","1998","True","True","False","Mint","Graded Manimal"
"1637","Iguanas","Figure","G.I. Joe","Vintage G.I. Joe","Wave 17","1998","True","True","False","Mint","Graded Manimal"
"1639","Sgt. Slaughter's Renegades: Mercer","Figure","G.I. Joe","Vintage G.I. Joe","Wave 6","1987","True","False","False","Mint","Complete with Cardback"
"1640","Sgt. Slaughter's Renegades: Red Dog","Figure","G.I. Joe","Vintage G.I. Joe","Wave 6","1987","True","False","False","Mint","Complete with triple Cardback"
"1641","Sgt. Slaughter's Renegades: Taurus","Figure","G.I. Joe","Vintage G.I. Joe","Wave 6","1987","True","False","False","Mint","Complete with triple Cardback"
"1642","Driver: Copperhead","Figure","G.I. Joe","Vintage G.I. Joe","Wave 3","1984","True","False","False","Mint","Complete with vehicle box"
"1779","Care-A-Lot","Playset","Care Bears","Vintage Care Bears","Wave 1","1983","True","False","True","Mint","Incomplete: Missing Sun"
"1813","Mobile Field Walkie Talkie Set","Role Play","G.I. Joe","Vintage G.I. Joe","Licenced Products","1982","True","False","True","Mint","Nasta: 1987"
"1814","Sewer Toy Storage Chest","Accessory","Teenage Mutant Ninja Turtles","TMNT Vintage Playmates","Licensed Products","1988","True","False","False","Mint","Mirage: 1990 Sewer Cover Chest / Laundry Hamper"
"1858","Turtle Copter","Vehicle","Teenage Mutant Ninja Turtles","TMNT Vintage Playmates","Wave 3","1990","True","False","True","Mint","Missing shark fin"
"1863","Hornetroid","Vehicle","Micronauts","Vintage Micronauts","Wave 4","1979","False","False","True","Mint","Check completeness"
"1864","Giant Acroyear","Vehicle","Micronauts","Vintage Micronauts","Wave 2","1977","False","False","True","Mint","Check completeness"
"1865","Battle Cruiser","Vehicle","Micronauts","Vintage Micronauts","Wave 2","1977","False","False","True","Mint","Check completeness"
"1881","Don't Do Drugs! A Rap Song","Accessory","Teenage Mutant Ninja Turtles","TMNT Vintage Playmates","Licensed Products","1988","True","False","False","Mint","Book"
"1941","Neutra Laser","Accessory","Bravestarr","Bravestarr","Bravestarr","1986","True","True","False","Mint","(Bue)"
"1942","Neutra Laser","Accessory","Bravestarr","Bravestarr","Bravestarr","1986","True","True","False","Mint","(Black)"
"1976","Hacker (Pencil Top Eraser)","Accessory","Centurions","Centurions","Licensed Products","1985","True","True","False","Mint","Arco (No 530)"
"1977","Jake Rockwell (Pencil Top Eraser)","Accessory","Centurions","Centurions","Licensed Products","1985","True","True","False","Mint","Arco (No 530)"
"1978","Dr. Terror (Pencil Top Eraser)","Accessory","Centurions","Centurions","Licensed Products","1985","True","True","False","Mint","Arco (No 530)"
"1979","Colorforms Playset","Accessory","Masters of the Universe","Princess of Power","Licensed Products","1986","True","False","True","Mint","Colorforms (Item 681)"
"1980","Vacation on Terror Island","Book","Centurions","Centurions","Licensed Products","1985","True","False","False","Mint","Golden Super Adventure Book"
"1981","The Magic Gemstone","Book","Sectaurs","Vintage Sectaurs","Licenced Products","1985","True","False","False","Mint","Marvel Books"
"2022","RC Dune Buggy","Vehicle","Teenage Mutant Ninja Turtles","TMNT 2003","Foreign","2003","True","False","False","Mint","Japanese by Takara Tomy"
"2024","Coin Bank / Gumball Machine","Accessory","Teenage Mutant Ninja Turtles","TMNT 2003","Licenced Products","2003","True","True","False","Mint","Mirage Studios"
"2025","RC Back to the Sewer: Sewer Van","Vehicle","Teenage Mutant Ninja Turtles","TMNT 2003","Licenced Products","2003","True","True","False","Mint","NKOK Inc"
"2027","3D It Character Creator Mega Refill","Accessory","Teenage Mutant Ninja Turtles","2012 Nick","Licensed Products","2012","True","True","False","Mint","Jax Pacific"
"2028","Flingers Michael Angelo","Figure","Teenage Mutant Ninja Turtles","2012 Nick","Wave 2","2013","False","False","False","Mint","Missing some pizzas"
"2029","Odious Ogre & Book of Magic","Figure","Advanced Dungeons and Dragons","Advanced Dungeons and Dragons (LJN)","Wave 2","1984","True","True","False","Mint","TSN Release"
"2160","A-Team Grenade Toss","Role Play","A-Team","Licensed Products","Wave 1","1982","True","False","True","Mint","Placo Toys: 1983"
"2216","Tech Specometer Eleven","Accessory","Transformers","G1 Transformers","Licensed Products","1985","True","False","True","Mint","Nasta 62001"
"2217","View Master","Accessory","Centurions","Centurions","Licensed Products","1985","True","True","True","Mint","View Master Ideal Group "
"2218","MOTU Battle Cat Tote","Accessory","Masters of the Universe","Vintage MOTU","Licenced Products","1985","True","False","False","Mint","RISCA - 1988"
"2219","MOTU Hook Ball Dart Game","Accessory","Masters of the Universe","Vintage MOTU","Licenced Products","1985","True","False","False","Mint","Mattel 1996"
"2220","Pet Turtle Playset: Mutatin Battle Arena","Playset","Teenage Mutant Ninja Turtles","Mutant Mayhem","Wave","2023","True","True","True","Mint","Tales of the Teenage Mutant Ninja Turtles Subline"
"2234","Hoth Ice Planet","Playset","Star Wars","Vintage Star Wars","D","1980","True","False","True","Mint","Sears Exclusive"
