OnHand,Complete,Sealed,Boxed,Item,Type,Property,Line,Wave,match_status,match_strategy,matched_catalog_item_id,matched_catalog_franchise,matched_catalog_property_name,matched_catalog_product_line,matched_catalog_manufacturer,matched_catalog_release_year,matched_catalog_wave,matched_catalog_item_name
1,1,1,1,Buzz-Off,Figure,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464461,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,Buzz-Off
1,1,0,1,Keldor,Figure,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464471,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,Keldor
1,1,1,1,Tytus,Figure,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464482,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,Tytus
1,1,0,1,She-Ra,Figure,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464479,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,She-Ra
1,1,1,1,Orko (Color Change),Figure,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464478,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,Orko (Color Change)
1,1,1,1,Optikk,Figure,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464476,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,Optikk
1,1,1,1,Moss Man,Figure,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464475,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,Moss Man
1,1,1,1,Mo-Larr Vs. Skeletor,Multi-Pack,Masters of the Universe,Classics,Wave 3,matched,franchise+line+wave+item,1464474,Masters of the Universe,Classics,Classics,Mattel,2010,Wave 3,Mo-Larr Vs. Skeletor
1,1,0,1,Shadow Beast,Vehicle,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464510,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Shadow Beast
1,1,0,1,Queen Marlena with Cringer,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464509,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Queen Marlena with Cringer
1,1,1,1,Preternia Disguise He-Man,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464508,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Preternia Disguise He-Man
1,1,1,1,Panthor,Vehicle,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464507,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Panthor
2,2,1,2,Megator,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464506,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Megator
1,1,1,1,Man-E-Faces,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464504,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Man-E-Faces
1,1,1,1,Snoutspout,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464511,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Snoutspout
1,1,1,1,Leech,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464503,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Leech
1,1,1,1,Icarius,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464501,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Icarius
1,1,0,1,Hurricane Hordak,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464500,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Hurricane Hordak
1,1,0,1,Demo-Man,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464499,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Demo-Man
1,1,0,1,King Hssss,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464502,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,King Hssss
1,1,1,1,Swiftwind,Vehicle,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464512,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Swiftwind
1,1,0,1,Syklone,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464513,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Syklone
1,1,1,1,The Faceless One,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464514,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,The Faceless One
1,1,0,1,Wind Raider,Vehicle,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464517,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Wind Raider
1,1,1,1,Weapons Rack,Accessory,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464516,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Weapons Rack
1,1,1,1,Vikor,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464515,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Vikor
1,1,1,1,Clawful,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464493,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Clawful
1,1,1,1,Catra,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464492,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Catra
1,1,1,1,Bubble Power She-Ra,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464490,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Bubble Power She-Ra
1,1,0,1,Bow,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464489,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Bow
1,1,1,1,Battleground Teela,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464488,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Battleground Teela
1,1,1,1,Battleground Evil-Lyn,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464487,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Battleground Evil-Lyn
1,1,0,1,Battle Armor Skeletor,Figure,Masters of the Universe,Classics,Wave 4,matched,franchise+line+wave+item,1464486,Masters of the Universe,Classics,Classics,Mattel,2011,Wave 4,Battle Armor Skeletor
1,1,1,1,Thunder Punch He-Man,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464553,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Thunder Punch He-Man
1,1,1,1,Temple of Darkness Sorceress,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464551,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Temple of Darkness Sorceress
1,1,1,1,Stinkor,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464550,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Stinkor
1,1,0,1,Star Sisters,Multi-Pack,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464549,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Star Sisters
1,1,1,1,Spikor,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464548,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Spikor
1,1,1,1,Vykron,Multi-Pack,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464554,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Vykron
1,1,1,1,Snakemen,Multi-Pack,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464546,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Snakemen
1,1,0,1,Slush Head,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464543,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Slush Head
1,1,1,1,Shadow Weaver,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464541,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Shadow Weaver
1,1,1,1,Rattlor,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464540,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Rattlor
1,1,1,1,Procrustus,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464539,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Procrustus
1,1,1,1,Mosquitor,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464538,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Mosquitor
2,2,0,1,Snake Mountain Diorama Stands,Accessory,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464545,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Snake Mountain Diorama Stands
1,1,1,1,Weapons Pack #3: Great Unrest Assortment,Accessory,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464555,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Weapons Pack #3: Great Unrest Assortment
1,1,1,1,Mekanec,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464537,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Mekanec
1,1,1,1,Horde Prime,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464533,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Horde Prime
1,1,0,1,Griffin,Vehicle,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464532,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Griffin
1,1,0,1,Granamyr,Vehicle,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464531,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Granamyr
1,1,1,1,Frosta,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464530,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Frosta
1,1,1,1,Fisto,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464528,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Fisto
1,1,1,1,Fearless Photog,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464527,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Fearless Photog
1,1,1,1,Eternos Palace King Randor,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464526,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Eternos Palace King Randor
1,1,1,1,Dragon Blaster Skeletor,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464524,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Dragon Blaster Skeletor
1,1,1,1,Drago-Man,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464523,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Drago-Man
1,1,1,1,Dekker,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464522,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Dekker
1,1,1,1,Castle Grayskullman,Figure,Masters of the Universe,Classics,Wave 5,matched,franchise+line+wave+item,1464520,Masters of the Universe,Classics,Classics,Mattel,2012,Wave 5,Castle Grayskullman
1,1,1,1,Batros,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464594,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Batros
1,1,1,1,Castaspella,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464595,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Castaspella
1,1,1,1,Netossa,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464612,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Netossa
1,1,1,1,Nepthu,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464611,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Nepthu
1,1,1,1,Mantenna,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464609,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Mantenna
1,1,1,1,Lord Dactus,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464608,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Lord Dactus
1,1,1,1,King He-Man,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464607,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,King He-Man
1,1,0,1,Karatti,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464606,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Karatti
1,1,1,1,Jitsu,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464605,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Jitsu
1,1,1,1,Icer,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464604,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Icer
1,1,1,1,Horde Troopers,Multi-Pack,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464603,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Horde Troopers
1,1,1,1,Geldor,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464602,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Geldor
1,1,1,1,Galactic Protector He-Man,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464601,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Galactic Protector He-Man
1,1,1,1,Fighting Foe Men,Multi-Pack,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464599,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Fighting Foe Men
1,1,1,1,Fang Man,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464598,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Fang Man
1,1,1,1,Clamp Champ,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464597,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Clamp Champ
1,1,0,1,Castle Grayskull,Playset,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464596,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Castle Grayskull
1,1,0,1,Octavia,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464613,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Octavia
1,1,0,1,Plundor,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464614,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Plundor
1,1,1,1,Rokkon and Stonedar,Multi-Pack,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464616,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Rokkon and Stonedar
1,1,1,1,Ram-Man,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464615,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Ram-Man
1,1,1,1,Weapons Pack #4: End of Wars,Accessory,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464626,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Weapons Pack #4: End of Wars
1,1,1,1,Strong-Or,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464625,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Strong-Or
1,1,1,1,Standor,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464623,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Standor
1,1,0,1,Stackable Figure Stands,Accessory,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464622,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Stackable Figure Stands
1,1,1,1,Spirit of Hordak,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464621,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Spirit of Hordak
1,1,0,1,Snake Face,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464620,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Snake Face
1,1,0,1,Sky High with Jet Sled,Vehicle,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464619,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Sky High with Jet Sled
1,1,1,1,Shokoti,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464618,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Shokoti
1,1,1,1,Seahawk,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464617,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Seahawk
1,1,1,1,Strobo,Figure,Masters of the Universe,Classics,Wave 6,matched,franchise+line+wave+item,1464624,Masters of the Universe,Classics,Classics,Mattel,2013,Wave 6,Strobo
1,1,1,1,Two Bad,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464727,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Two Bad
1,1,0,1,Tung Lashor,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464726,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Tung Lashor
1,1,0,1,Sweet Bee,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464724,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Sweet Bee
1,1,1,1,Eldor,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464702,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Eldor
1,1,1,1,Double Trouble,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464701,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Double Trouble
1,1,1,1,Blade,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464700,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Blade
1,1,0,1,Battle Ram with Man-At-Arms,Vehicle,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464699,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Battle Ram with Man-At-Arms
1,1,0,1,Batte Lion,Vehicle,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464698,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Batte Lion
1,1,0,1,Arrow,Vehicle,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464697,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Arrow
1,1,0,1,Entrapta,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464703,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Entrapta
1,1,0,1,Extendar,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464704,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Extendar
1,1,1,1,Filmation Hordak,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464705,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Filmation Hordak
1,1,1,1,Flogg,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464706,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Flogg
1,1,1,1,Spinnerella,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464723,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Spinnerella
1,1,1,1,Scorpia,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464722,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Scorpia
1,1,0,1,Rio Blast,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464721,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Rio Blast
1,1,1,1,Moduloc,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464720,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Moduloc
1,1,1,1,Mermista,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464719,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Mermista
1,1,1,1,Madame Razz,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464717,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Madame Razz
1,1,1,1,Loo-Kee and Kowl,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464716,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Loo-Kee and Kowl
1,1,1,1,Light Hope,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464715,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Light Hope
1,1,1,1,Intergalactic Overlord of Evil Skeletor,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464714,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Intergalactic Overlord of Evil Skeletor
1,1,0,0,Imp as Treasure Chest,Accessory,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464713,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Imp as Treasure Chest
1,1,1,1,Hydron,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464712,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Hydron
1,1,1,1,Gwildor,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464711,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Gwildor
1,1,1,1,Goat Man,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464710,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Goat Man
1,1,1,1,Glimmer,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464709,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Glimmer
1,1,1,1,Galactic Protector She-Ra,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464708,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Galactic Protector She-Ra
1,1,1,1,Flutterina,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464707,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,Flutterina
1,1,1,1,The Unnamed One,Figure,Masters of the Universe,Classics,Wave 7,matched,franchise+line+wave+item,1464725,Masters of the Universe,Classics,Classics,Mattel,2014,Wave 7,The Unnamed One
1,1,1,1,Lizard Man,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464819,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Lizard Man
1,1,0,1,Laser Power He-Man Vs. Laser Light Skeletor,Multi-Pack,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464818,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Laser Power He-Man Vs. Laser Light Skeletor
1,1,1,1,King Chooblah,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464817,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,King Chooblah
1,1,1,1,Huntara,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464816,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Huntara
2,2,1,2,Hover Robots,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464815,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Hover Robots
1,1,1,1,He-Ro 2 - Son of He-Man,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464814,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,He-Ro 2 - Son of He-Man
1,1,1,1,Heads of Eternia,Accessory,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464813,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Heads of Eternia
1,1,1,1,Flying Fist He-Man Vs. Terror Claws Skeletor,Multi-Pack,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464812,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Flying Fist He-Man Vs. Terror Claws Skeletor
2,2,1,2,Dragstor,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464810,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Dragstor
1,1,1,1,Ceratus,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464809,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Ceratus
1,1,1,1,Callix,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464808,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Callix
1,1,1,1,Buzz Saw Hordak,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464807,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Buzz Saw Hordak
1,1,1,1,Blast Attak,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464806,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Blast Attak
1,1,1,1,Angella,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464805,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Angella
1,1,1,1,Evil Seed,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464811,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Evil Seed
1,1,1,1,Mara of Primus,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464821,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Mara of Primus
1,1,0,1,Multi-Bot,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464822,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Multi-Bot
1,1,1,1,Ninjor,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464823,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Ninjor
2,2,1,2,Sssqueeze,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464834,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Sssqueeze
1,1,1,1,Spirit of Grayskull,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464833,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Spirit of Grayskull
1,1,1,1,Snake Armor He-Man Vs. Battle Armor King Hssss,Multi-Pack,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464832,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Snake Armor He-Man Vs. Battle Armor King Hssss
1,1,1,1,Saurod,Figure,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464831,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Saurod
1,1,1,1,Rotar Vs. Twistoid,Multi-Pack,Masters of the Universe,Classics,Wave 8,matched,franchise+line+wave+item,1464830,Masters of the Universe,Classics,Classics,Mattel,2015,Wave 8,Rotar Vs. Twistoid
