catalog_item_id,franchise,property_name,product_line,release_year,wave,item_name,kind,column,old_url,new_url,source,source_title,source_clean_title,source_page,confidence
2213157,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Eagle Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleEagleRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9542.jpg?w=235,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Eagle Ranger,Power Rangers RPM – Full Throttle Eagle Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213158,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Lion Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleLionRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9543.jpg?w=228,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Lion Ranger,Power Rangers RPM – Full Throttle Lion Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213159,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Mammoth Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleMammothRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9648-1.jpg?w=151,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Mammoth Ranger,Power Rangers RPM – Full Throttle Mammoth Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213160,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Ranger Gold,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleRangerGold-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9578.jpg?w=251,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Ranger Gold,Power Rangers RPM – Full Throttle Ranger Gold,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213161,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Ranger Silver,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleRangerSilver-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9579.jpg?w=250,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Ranger Silver,Power Rangers RPM – Full Throttle Ranger Silver,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213162,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Shark Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleSharkRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9545.jpg?w=232,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Shark Ranger,Power Rangers RPM – Full Throttle Shark Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213163,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle T-Rex Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleTRexRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9584.jpg?w=344,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle T-Rex Ranger,Power Rangers RPM – Full Throttle T-Rex Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213164,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Triceratops Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleTriceratopsRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9557.jpg?w=445,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Triceratops Ranger,Power Rangers RPM – Full Throttle Triceratops Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213165,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Wolf Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleWolfRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9544.jpg?w=229,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Wolf Ranger,Power Rangers RPM – Full Throttle Wolf Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213169,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Rapid Pursuit Eagle Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_RapidPursuitEagleRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9562.jpg?w=420,The Toy Collectors Guide,Power Rangers RPM &#8211; Rapid Pursuit Eagle Ranger,Power Rangers RPM – Rapid Pursuit Eagle Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213170,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Rapid Pursuit Lion Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_RapidPursuitLionRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9552.jpg?w=251,The Toy Collectors Guide,Power Rangers RPM &#8211; Rapid Pursuit Lion Ranger,Power Rangers RPM – Rapid Pursuit Lion Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213171,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Rapid Pursuit Wolf Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_RapidPursuitWolfRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9576.jpg?w=256,The Toy Collectors Guide,Power Rangers RPM &#8211; Rapid Pursuit Wolf Ranger,Power Rangers RPM – Rapid Pursuit Wolf Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213172,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,RPM Engine Set (Disney),packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_RPMEngineSet-Disney-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9794.jpg?w=581,The Toy Collectors Guide,Power Rangers RPM &#8211; RPM Engine Set,Power Rangers RPM – RPM Engine Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213175,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Super Legends Titanium Rescue Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_SuperLegendsTitaniumRescueRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9559.jpg?w=247,The Toy Collectors Guide,Power Rangers RPM &#8211; Super Legends Titanium Rescue Ranger,Power Rangers RPM – Super Legends Titanium Rescue Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213176,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Throttle Max Ranger Black,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_ThrottleMaxRangerBlack-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9599.jpg?w=241,The Toy Collectors Guide,Power Rangers RPM &#8211; Throttle Max Ranger Black,Power Rangers RPM – Throttle Max Ranger Black,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213177,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Throttle Max Ranger Blue,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_ThrottleMaxRangerBlue-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9598.jpg?w=215,The Toy Collectors Guide,Power Rangers RPM &#8211; Throttle Max Ranger Blue,Power Rangers RPM – Throttle Max Ranger Blue,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213178,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Throttle Max Ranger Gold,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_ThrottleMaxRangerGold-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9596.jpg?w=531,The Toy Collectors Guide,Power Rangers RPM &#8211; Throttle Max Ranger Gold,Power Rangers RPM – Throttle Max Ranger Gold,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213179,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Throttle Max Ranger Green,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_ThrottleMaxRangerGreen-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9600.jpg?w=545,The Toy Collectors Guide,Power Rangers RPM &#8211; Throttle Max Ranger Green,Power Rangers RPM – Throttle Max Ranger Green,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213180,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Throttle Max Ranger Red,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_ThrottleMaxRangerRed-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9601.jpg?w=556,The Toy Collectors Guide,Power Rangers RPM &#8211; Throttle Max Ranger Red,Power Rangers RPM – Throttle Max Ranger Red,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213183,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Trax Command Center,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_TraxCommandCenter-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9761.jpg?w=476,The Toy Collectors Guide,Power Rangers RPM &#8211; Trax Command Center,Power Rangers RPM – Trax Command Center,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213184,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Box Sets,Full Throttle Ranger Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleRangerSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9843-1.jpg?w=426,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Ranger Set Toys R Us,Power Rangers RPM – Full Throttle Ranger Set Toys R Us,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213185,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Box Sets,Rapid Pursuit Ranger Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_RapidPursuitRangerSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9844-1.jpg?w=546,The Toy Collectors Guide,Power Rangers RPM &#8211; Rapid Pursuit Ranger Set Toys R US,Power Rangers RPM – Rapid Pursuit Ranger Set Toys R US,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
4210495,X-Men,X-Men,Toy Biz X-Men,1995,"10"" Deluxe Edition",Archangel II,loose,image_url,https://www.figurerealm.com/galleries/xmen/Archangel2-10.jpg,https://www.figuronomy.com/storage/564/conversions/archangel-ii-front-thumb.jpg,Figuronomy,Archangel II,Archangel II,https://www.figuronomy.com/catalog/toy-biz/x-men,exact-normalized-title
4210497,X-Men,X-Men,Toy Biz X-Men,1994,"10"" Deluxe Edition",Bishop,loose,image_url,https://www.figurerealm.com/galleries/xmen/Bishop-10Figures-1.jpg,https://www.figuronomy.com/storage/1244/conversions/bishop-front-thumb.jpg,Figuronomy,Bishop,Bishop,https://www.figuronomy.com/catalog/toy-biz/x-men?page=2,exact-normalized-title
4210501,X-Men,X-Men,Toy Biz X-Men,1994,"10"" Deluxe Edition",Mr. Sinister,loose,image_url,https://www.figurerealm.com/galleries/xmen/MrSinister-10Figures-1.jpg,https://www.figuronomy.com/storage/883/conversions/mr-sinister-front-thumb.jpg,Figuronomy,Mr. Sinister,Mr. Sinister,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210503,X-Men,X-Men,Toy Biz X-Men,1994,"10"" Deluxe Edition",Omega Red,loose,image_url,https://www.figurerealm.com/galleries/xmen/OmegaRed-10Figures-1.jpg,https://www.figuronomy.com/storage/896/conversions/omega-red-front-thumb.jpg,Figuronomy,Omega Red,Omega Red,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210508,X-Men,X-Men,Toy Biz X-Men,1994,"10"" Deluxe Edition",Weapon X,loose,image_url,https://www.figurerealm.com/galleries/xmen/WeaponX-10Figures-1.jpg,https://www.figuronomy.com/storage/615/conversions/weapon-x-front-thumb.jpg,Figuronomy,Weapon X,Weapon X,https://www.figuronomy.com/catalog/toy-biz/x-men?page=9,exact-normalized-title
4210516,X-Men,X-Men,Toy Biz X-Men,1994,"10"" Metallic Mutants",Omega Red,loose,image_url,https://www.figurerealm.com/galleries/xmen/OmegaRed-10MetallicMutants-1.jpg,https://www.figuronomy.com/storage/896/conversions/omega-red-front-thumb.jpg,Figuronomy,Omega Red,Omega Red,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210555,X-Men,X-Men,Toy Biz X-Men,1996,Battle Brigade,Archangel (Red),loose,image_url,https://www.figurerealm.com/galleries/xmen/Archangel-Red-BattleBrigade-1.jpg,https://www.figuronomy.com/storage/622/conversions/archangel-red-front-thumb.jpg,Figuronomy,Archangel - Red,Archangel - Red,https://www.figuronomy.com/catalog/toy-biz/x-men,exact-normalized-title
4210577,X-Men,X-Men,Toy Biz X-Men,1996,Box Sets,X-Men Alternate-X,loose,image_url,https://www.figurerealm.com/galleries/xmen/XMenAlternateX-Front.jpg,https://www.figuronomy.com/storage/827/conversions/alternate-x-front-thumb.jpg,Figuronomy,Alternate-X,Alternate-X,https://www.figuronomy.com/catalog/toy-biz/x-men,exact-normalized-title
4210600,X-Men,X-Men,Toy Biz X-Men,1996,Classics - Light Up Weapons,Elektra,loose,image_url,https://www.figurerealm.com/galleries/xmen/Elektra-ClassicLightUp-Loose.jpg,https://www.figuronomy.com/storage/797/conversions/elektra-front-thumb.jpg,Figuronomy,Elektra,Elektra,https://www.figuronomy.com/catalog/toy-biz/x-men?page=3,exact-normalized-title
4210607,X-Men,X-Men,Toy Biz X-Men,1996,Classics - Light Up Weapons,Psylocke,loose,image_url,https://www.figurerealm.com/galleries/xmen/Psylocke1-ClassicLightUp.jpg,https://www.figuronomy.com/storage/808/conversions/psylocke-front-thumb.jpg,Figuronomy,Psylocke,Psylocke,https://www.figuronomy.com/catalog/toy-biz/x-men?page=7,exact-normalized-title
4210618,X-Men,X-Men,Toy Biz X-Men,1998,Exclusives - KayBee - Series 1,Bishop,loose,image_url,https://www.figurerealm.com/galleries/xmen/Bishop-KB-1.jpg,https://www.figuronomy.com/storage/1244/conversions/bishop-front-thumb.jpg,Figuronomy,Bishop,Bishop,https://www.figuronomy.com/catalog/toy-biz/x-men?page=2,exact-normalized-title
4210621,X-Men,X-Men,Toy Biz X-Men,1998,Exclusives - KayBee - Series 1,Strong Guy,loose,image_url,https://www.figurerealm.com/galleries/xmen/StrongGuy-1.jpg,https://www.figuronomy.com/storage/1272/conversions/strong-guy-front-thumb.jpg,Figuronomy,Strong Guy,Strong Guy,https://www.figuronomy.com/catalog/toy-biz/x-men?page=8,exact-normalized-title
4210629,X-Men,X-Men,Toy Biz X-Men,1998,Exclusives - KayBee - Series 3,Longshot,loose,image_url,https://www.figurerealm.com/galleries/xmen/Longshot-S5-2.jpg,https://www.figuronomy.com/storage/918/conversions/longshot-front-thumb.jpg,Figuronomy,Longshot,Longshot,https://www.figuronomy.com/catalog/toy-biz/x-men?page=5,exact-normalized-title
4210630,X-Men,X-Men,Toy Biz X-Men,1998,Exclusives - KayBee - Series 3,Morph,loose,image_url,https://www.figurerealm.com/galleries/xmen/Morph3-S6.jpg,https://www.figuronomy.com/storage/924/conversions/morph-front-thumb.jpg,Figuronomy,Morph,Morph,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210635,X-Men,X-Men,Toy Biz X-Men,1998,Exclusives - KayBee - Series 4,Cannonball,loose,image_url,https://www.figurerealm.com/galleries/xmen/Cannonball-KaybeeExclusives-1.jpg,https://www.figuronomy.com/storage/696/conversions/cannonball-front-thumb.jpg,Figuronomy,Cannonball,Cannonball,https://www.figuronomy.com/catalog/toy-biz/x-men?page=2,exact-normalized-title
4210638,X-Men,X-Men,Toy Biz X-Men,1999,Exclusives - KayBee - Series 5,Ch'od,loose,image_url,https://www.figurerealm.com/galleries/xmen/Chod3-S7.jpg,https://www.figuronomy.com/storage/529/conversions/chod-loose-front-thumb.jpg,Figuronomy,Ch'od,Ch'od,https://www.figuronomy.com/catalog/toy-biz/x-men?page=2,exact-normalized-title
4210641,X-Men,X-Men,Toy Biz X-Men,1999,Exclusives - KayBee - Series 5,Omega Red,loose,image_url,https://www.figurerealm.com/galleries/xmen/OmegaRed-ExclusivesKaybeeSeries5-Front.jpg,https://www.figuronomy.com/storage/896/conversions/omega-red-front-thumb.jpg,Figuronomy,Omega Red,Omega Red,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210645,X-Men,X-Men,Toy Biz X-Men,1996,Flashback,Polaris,loose,image_url,https://www.figurerealm.com/galleries/xmen/Polaris-Flashback-1.jpg,https://www.figuronomy.com/storage/625/conversions/polaris-front-thumb.jpg,Figuronomy,Polaris,Polaris,https://www.figuronomy.com/catalog/toy-biz/x-men?page=7,exact-normalized-title
4210647,X-Men,X-Men,Toy Biz X-Men,1995,Invasion Series,Archangel II,loose,image_url,https://www.figurerealm.com/galleries/xmen/Archangel2_1-Invasion.jpg,https://www.figuronomy.com/storage/564/conversions/archangel-ii-front-thumb.jpg,Figuronomy,Archangel II,Archangel II,https://www.figuronomy.com/catalog/toy-biz/x-men,exact-normalized-title
4210648,X-Men,X-Men,Toy Biz X-Men,1995,Invasion Series,Eric the Red,loose,image_url,https://www.figurerealm.com/galleries/xmen/EricTheRed-Invasion-1.jpg,https://www.figuronomy.com/storage/570/conversions/eric-the-red-front-thumb.jpg,Figuronomy,Eric the Red,Eric the Red,https://www.figuronomy.com/catalog/toy-biz/x-men?page=4,exact-normalized-title
4210649,X-Men,X-Men,Toy Biz X-Men,1995,Invasion Series,Havok,loose,image_url,https://www.figurerealm.com/galleries/xmen/Havok-Invasion-Loose.jpg,https://www.figuronomy.com/storage/575/conversions/havok-front-thumb.jpg,Figuronomy,Havok,Havok,https://www.figuronomy.com/catalog/toy-biz/x-men?page=4,exact-normalized-title
4210650,X-Men,X-Men,Toy Biz X-Men,1995,Invasion Series,Iceman II,loose,image_url,https://www.figurerealm.com/galleries/xmen/Iceman2-5-Invasion.jpg,https://www.figuronomy.com/storage/576/conversions/iceman-ii-loose-front-thumb.jpg,Figuronomy,Iceman II,Iceman II,https://www.figuronomy.com/catalog/toy-biz/x-men?page=4,exact-normalized-title
4210652,X-Men,X-Men,Toy Biz X-Men,1995,Invasion Series,Spiral,loose,image_url,https://www.figurerealm.com/galleries/xmen/Spiral-Invasion-1.jpg,https://www.figuronomy.com/storage/581/conversions/spiral-front-thumb.jpg,Figuronomy,Spiral,Spiral,https://www.figuronomy.com/catalog/toy-biz/x-men?page=8,exact-normalized-title
4210665,X-Men,X-Men,Toy Biz X-Men,1996,Mutant Armor,Professor Xavier,loose,image_url,https://www.figurerealm.com/galleries/xmen/Xavier-MutantArmor-1.jpg,https://www.figuronomy.com/storage/589/conversions/professor-xavier-front-thumb.png,Figuronomy,Professor Xavier,Professor Xavier,https://www.figuronomy.com/catalog/toy-biz/x-men?page=7,exact-normalized-title
4210666,X-Men,X-Men,Toy Biz X-Men,1996,Mutant Armor,Quicksilver (Black & White),loose,image_url,https://www.figurerealm.com/galleries/xmen/QuicksilverBlack-MutantArmor-1.jpg,https://www.figuronomy.com/storage/591/conversions/quicksilver-black-front-thumb.png,Figuronomy,Quicksilver - Black and White,Quicksilver - Black and White,https://www.figuronomy.com/catalog/toy-biz/x-men?page=7,exact-normalized-title
4210669,X-Men,X-Men,Toy Biz X-Men,1995,Mutant Genesis Series,Cameron Hodge,loose,image_url,https://www.figurerealm.com/galleries/xmen/CameronHodge1-MGS.jpg,https://www.figuronomy.com/storage/554/conversions/cameron-hodge-loose-front-thumb.jpg,Figuronomy,Cameron Hodge,Cameron Hodge,https://www.figuronomy.com/catalog/toy-biz/x-men?page=2,exact-normalized-title
4210670,X-Men,X-Men,Toy Biz X-Men,1995,Mutant Genesis Series,Maverick,loose,image_url,https://www.figurerealm.com/galleries/xmen/Maverick1-MGS.jpg,https://www.figuronomy.com/storage/556/conversions/maverick-loose-front-thumb.jpg,Figuronomy,Maverick,Maverick,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210672,X-Men,X-Men,Toy Biz X-Men,1995,Mutant Genesis Series,Sunfire,loose,image_url,https://www.figurerealm.com/galleries/xmen/Sunfire1-MGS.jpg,https://www.figuronomy.com/storage/938/conversions/sunfire-front-thumb.jpg,Figuronomy,Sunfire,Sunfire,https://www.figuronomy.com/catalog/toy-biz/x-men?page=8,exact-normalized-title
4210673,X-Men,X-Men,Toy Biz X-Men,1995,Mutant Genesis Series,Wolverine Fang,loose,image_url,https://www.figurerealm.com/galleries/xmen/WolverineFang1-MGS.jpg,https://www.figuronomy.com/storage/941/conversions/wolverine-fang-front-thumb.jpg,Figuronomy,Wolverine Fang,Wolverine Fang,https://www.figuronomy.com/catalog/toy-biz/x-men?page=10,exact-normalized-title
4210675,X-Men,X-Men,Toy Biz X-Men,1995,Mutant Genesis Series,X-Cutioner (Light Green),loose,image_url,https://www.figurerealm.com/galleries/xmen/XCutionerLightGreen1-MGS.jpg,https://www.figuronomy.com/storage/942/conversions/x-cutioner-light-front-thumb.jpg,Figuronomy,X-Cutioner - Light Green,X-Cutioner - Light Green,https://www.figuronomy.com/catalog/toy-biz/x-men?page=10,exact-normalized-title
4210679,X-Men,X-Men,Toy Biz X-Men,1996,Ninja Force,Dark Nemesis,loose,image_url,https://www.figurerealm.com/galleries/xmen/DarkNemesis-NinjaForce-1.jpg,https://www.figuronomy.com/storage/628/conversions/dark-nemesis-front-thumb.jpg,Figuronomy,Dark Nemesis,Dark Nemesis,https://www.figuronomy.com/catalog/toy-biz/x-men?page=3,exact-normalized-title
4210680,X-Men,X-Men,Toy Biz X-Men,1996,Ninja Force,Ninja Psylocke,loose,image_url,https://www.figurerealm.com/galleries/xmen/Psylocke-NinjaForce-1.jpg,https://www.figuronomy.com/storage/629/conversions/ninja-psylocke-front-thumb.png,Figuronomy,Ninja Psylocke,Ninja Psylocke,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210681,X-Men,X-Men,Toy Biz X-Men,1996,Ninja Force,Ninja Sabretooth,loose,image_url,https://www.figurerealm.com/galleries/xmen/Sabretooth-NinjaForce-1.jpg,https://www.figuronomy.com/storage/632/conversions/ninja-sabretooth-front-thumb.jpg,Figuronomy,Ninja Sabretooth,Ninja Sabretooth,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210682,X-Men,X-Men,Toy Biz X-Men,1996,Ninja Force,Ninja Wolverine,loose,image_url,https://www.figurerealm.com/galleries/xmen/Wolverine-NinjaForce-1.jpg,https://www.figuronomy.com/storage/633/conversions/ninja-wolverine-front-thumb.jpg,Figuronomy,Ninja Wolverine,Ninja Wolverine,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210683,X-Men,X-Men,Toy Biz X-Men,1996,Ninja Force,Space Ninja Deathbird,loose,image_url,https://www.figurerealm.com/galleries/xmen/Deathbird-NinjaForce-1.jpg,https://www.figuronomy.com/storage/635/conversions/space-ninja-deathbird-front-thumb.jpg,Figuronomy,Space Ninja Deathbird,Space Ninja Deathbird,https://www.figuronomy.com/catalog/toy-biz/x-men?page=8,exact-normalized-title
4210684,X-Men,X-Men,Toy Biz X-Men,1996,Onslaught,Apocalypse Rising,loose,image_url,https://www.figurerealm.com/galleries/xmen/Apocalypse-Onslaught-1.jpg,https://www.figuronomy.com/storage/1258/conversions/apocalypse-rising-front-thumb.jpg,Figuronomy,Apocalypse Rising,Apocalypse Rising,https://www.figuronomy.com/catalog/toy-biz/x-men,exact-normalized-title
4210687,X-Men,X-Men,Toy Biz X-Men,1996,Onslaught,Onslaught,loose,image_url,https://www.figurerealm.com/galleries/xmen/Onslaught1-Onslaught.jpg,https://www.figuronomy.com/storage/649/conversions/onslaught-front-thumb.jpg,Figuronomy,Onslaught,Onslaught,https://www.figuronomy.com/catalog/toy-biz/x-men?page=7,exact-normalized-title
4210711,X-Men,X-Men,Toy Biz X-Men,1995,Projectors,Bishop,loose,image_url,https://www.figurerealm.com/galleries/xmen/Bishop-Projectors-1.jpg,https://www.figuronomy.com/storage/1244/conversions/bishop-front-thumb.jpg,Figuronomy,Bishop,Bishop,https://www.figuronomy.com/catalog/toy-biz/x-men?page=2,exact-normalized-title
4210715,X-Men,X-Men,Toy Biz X-Men,1995,Projectors,Mr. Sinister,loose,image_url,https://www.figurerealm.com/galleries/xmen/MrSinister-Projectors-1.jpg,https://www.figuronomy.com/storage/883/conversions/mr-sinister-front-thumb.jpg,Figuronomy,Mr. Sinister,Mr. Sinister,https://www.figuronomy.com/catalog/toy-biz/x-men?page=6,exact-normalized-title
4210723,X-Men,X-Men,Toy Biz X-Men,1996,Robot Fighters,Storm (Short Hair),loose,image_url,https://www.figurerealm.com/galleries/xmen/Storm-ShortHair-RobotFighters-1.jpg,https://www.figuronomy.com/storage/1282/conversions/storm-short-front-thumb.png,Figuronomy,Storm - Short Hair,Storm - Short Hair,https://www.figuronomy.com/catalog/toy-biz/x-men?page=8,exact-normalized-title
4210729,X-Men,X-Men,Toy Biz X-Men,1997,Savage Land,Angel & Sauron,loose,image_url,https://www.figurerealm.com/galleries/xmen/Angel-Sauron-SavageLand-1.jpg,https://www.figuronomy.com/storage/659/conversions/angel-front-thumb.jpg,Figuronomy,Angel & Sauron,Angel & Sauron,https://www.figuronomy.com/catalog/toy-biz/x-men,exact-normalized-title
4210730,X-Men,X-Men,Toy Biz X-Men,1997,Savage Land,Joseph & Amphibious,loose,image_url,https://www.figurerealm.com/galleries/xmen/Joseph-SavageLand-1.jpg,https://www.figuronomy.com/storage/664/conversions/joseph-front-thumb.jpg,Figuronomy,Joseph & Amphibious,Joseph & Amphibious,https://www.figuronomy.com/catalog/toy-biz/x-men?page=5,exact-normalized-title
4210731,X-Men,X-Men,Toy Biz X-Men,1997,Savage Land,Ka-Zar & Zabu,loose,image_url,https://www.figurerealm.com/galleries/xmen/KaZar3-SavageLand.jpg,https://www.figuronomy.com/storage/668/conversions/ka-zar-front-thumb.jpg,Figuronomy,Ka-Zar & Zabu,Ka-Zar & Zabu,https://www.figuronomy.com/catalog/toy-biz/x-men?page=5,exact-normalized-title
