catalog_item_id,franchise,property_name,product_line,release_year,wave,item_name,kind,column,old_url,new_url,source,source_title,source_clean_title,source_page,confidence
2007825,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Battle Warrior,Blue Battle Warrior Power Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_Blue-BattleWarrior-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6881-1.jpg?w=266,The Toy Collectors Guide,Power Rangers Time Force &#8211; Blue Battle Warrior,Power Rangers Time Force – Blue Battle Warrior,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007826,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Battle Warrior,Green Battle Warrior Power Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_Green-BattleWarrior-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6882.jpg?w=271,The Toy Collectors Guide,Power Rangers Time Force &#8211; Green Battle Warrior,Power Rangers Time Force – Green Battle Warrior,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007827,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Battle Warrior,Red Battle Warrior Power Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_Red-BattleWarrior-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6887-1.jpg?w=464,The Toy Collectors Guide,Power Rangers Time Force &#8211; Red Battle Warrior,Power Rangers Time Force – Red Battle Warrior,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007828,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Deluxe,Deluxe Quantasaurus Rex Megazord,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_QuantasaurusRex-Deluxe-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6971.jpg?w=534,The Toy Collectors Guide,Power Rangers Time Force &#8211; Deluxe Quantasaurus Rex Megazord,Power Rangers Time Force – Deluxe Quantasaurus Rex Megazord,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007830,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Deluxe,Deluxe Time Jet,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_DeluxeTimeJet-TimeForce-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6999.jpg?w=466,The Toy Collectors Guide,Power Rangers Time Force &#8211; Deluxe Time Jet,Power Rangers Time Force – Deluxe Time Jet,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007832,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Mega Battle,Deluxe Blue Mega Battle Power Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_DeluxeBlue-MegaBattle-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6869.jpg?w=264,The Toy Collectors Guide,Power Rangers Time Force &#8211; Deluxe Blue Mega Battle,Power Rangers Time Force – Deluxe Blue Mega Battle,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007833,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Mega Battle,Deluxe Green Mega Battle Power Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_DeluxeGreen-MegaBattle-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6870.jpg?w=272,The Toy Collectors Guide,Power Rangers Time Force &#8211; Deluxe Green Mega Battle,Power Rangers Time Force – Deluxe Green Mega Battle,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007834,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Mega Battle,Deluxe Mega Battle Quantum Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_DeluxeQuantumRanger-MegaBattle-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6879-1.jpg?w=625,The Toy Collectors Guide,Power Rangers Time Force &#8211; Deluxe Mega Battle Quantum Ranger,Power Rangers Time Force – Deluxe Mega Battle Quantum Ranger,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007835,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Mega Battle,Deluxe Red Mega Battle Power Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_DeluxeRedMegaBattlePowerRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6874-1.jpg?w=301,The Toy Collectors Guide,Power Rangers Time Force &#8211; Deluxe Red Mega Battle,Power Rangers Time Force – Deluxe Red Mega Battle,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007838,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Mega Packs,Special Combo Pack,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_SpecialComboPack-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6928.jpg?w=560,The Toy Collectors Guide,Power Rangers Time Force &#8211; Special Combo Pack,Power Rangers Time Force – Special Combo Pack,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007839,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Mega Packs,TF Fighter Power Ranger Mega Pack,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_TFFighterMegaPack-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6921-1.jpg?w=470,The Toy Collectors Guide,Power Rangers Time Force &#8211; TF Fighter Mega Pack,Power Rangers Time Force – TF Fighter Mega Pack,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007846,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Power Rangers,Cyclobot,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_Cyclobot-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6854.jpg?w=170,The Toy Collectors Guide,Power Rangers Time Force &#8211; Cyclobot,Power Rangers Time Force – Cyclobot,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007847,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Power Rangers,Frax,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_Frax.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6860.jpg?w=592,The Toy Collectors Guide,Power Rangers Time Force &#8211; Frax,Power Rangers Time Force – Frax,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007851,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Power Rangers,Time Force Quantum Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_QuantumRanger-TimeForce-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6856.jpg?w=287,The Toy Collectors Guide,Power Rangers Time Force &#8211; Quantum Ranger,Power Rangers Time Force – Quantum Ranger,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,exact-normalized-title
2007853,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Role Playing,Chrono-Blaster,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_ChronoBlaster-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6955.jpg?w=490,The Toy Collectors Guide,Power Rangers Time Force &#8211; Chrono Blaster,Power Rangers Time Force – Chrono Blaster,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007854,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Role Playing,Chrono-Morpher,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_ChronoMorpher-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6944.jpg?w=501,The Toy Collectors Guide,Power Rangers Time Force &#8211; Chrono Morpher,Power Rangers Time Force – Chrono Morpher,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007855,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Role Playing,Chrono-Saber,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_ChronoSaber-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6954.jpg?w=480,The Toy Collectors Guide,Power Rangers Time Force &#8211; Chrono Saber,Power Rangers Time Force – Chrono Saber,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2007856,Power Rangers,Power Rangers Time Force,Power Rangers Time Force,2001,Role Playing,Deluxe Vortex Blaster,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerstimeforce/thumb_VortexBlaster-Deluxe-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_6951.jpg?w=474,The Toy Collectors Guide,Power Rangers Time Force &#8211; Deluxe Vortex Blaster,Power Rangers Time Force – Deluxe Vortex Blaster,https://thetoycollectorsguide.com/2001-power-rangers-time-force/,token-contained-title
2016980,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Deluxe Isis Megazord,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_DeluxeIsisMegazord-WildForce-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7209.jpg?w=334,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Deluxe Isis Megazord,Power Rangers Wild Force – Deluxe Isis Megazord,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016981,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Jumbo Isis Megazord,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForceJumboIsisMegazord-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7226.jpg?w=848,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Jumbo Isis Megazord,Power Rangers Wild Force – Jumbo Isis Megazord,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016982,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Jumbo Megazord,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForceJumboMegazord-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7210.jpg?w=400,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Jumbo Megazord,Power Rangers Wild Force – Jumbo Megazord,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016983,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Power Rangers Wild Pack,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForcePowerRangersWildPack-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7259.jpg?w=488,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Power Rangers Wild Pack,Power Rangers Wild Force – Power Rangers Wild Pack,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016984,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Predator Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForcePredatorAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7258.jpg?w=621,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Predator Adventure Set,Power Rangers Wild Force – Predator Adventure Set,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016985,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Primal Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForcePrimalAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7257.jpg?w=442,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Primal Adventure Set,Power Rangers Wild Force – Primal Adventure Set,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016986,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Primal Pack,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForcePrimalPack-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7261.jpg?w=480,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Primal Pack,Power Rangers Wild Force – Primal Pack,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016987,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Savage Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForceSavageAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7256.jpg?w=606,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Savage Adventure Set,Power Rangers Wild Force – Savage Adventure Set,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016988,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Savage Battle Pack,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildForceSavageBattlePack-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7262.jpg?w=606,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Savage Battle Pack,Power Rangers Wild Force – Savage Battle Pack,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2016989,Power Rangers,Power Rangers Wild Force,Power Rangers Wild Force,2002,Box Sets,Wild Force Wild Collection,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangerswildforce/thumb_WildCollection-WildForce-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/09/img_7263.jpg?w=462,The Toy Collectors Guide,Power Rangers Wild Force &#8211; Wild Collection,Power Rangers Wild Force – Wild Collection,https://thetoycollectorsguide.com/2002-power-rangers-wild-force/,exact-normalized-title
2184716,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Adventure Sets,Jungle Master Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_JungleMaster-AdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9448.jpg?w=326,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Jungle Master Adventure Set,Power Rangers Jungle Fury – Jungle Master Adventure Set,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184717,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Adventure Sets,Wild Jungle Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_WildJungle-AdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9449.jpg?w=336,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Wild Jungle Adventure Set,Power Rangers Jungle Fury – Wild Jungle Adventure Set,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184718,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animalized,Animalized Antelope Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_AntelopeRanger-Animalized-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9319-1.jpg?w=295,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Animalized Antelope Ranger,Power Rangers Jungle Fury – Animalized Antelope Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184719,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animalized,Animalized Bat Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_BatRanger-Animalized-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9317-1.jpg?w=288,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Animalized Bat Ranger,Power Rangers Jungle Fury – Animalized Bat Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184720,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animalized,Animalized Gorilla Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_GorillaRanger-Animalized-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9318.jpg?w=287,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Animalized Gorilla Ranger,Power Rangers Jungle Fury – Animalized Gorilla Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184731,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animorphin,Deluxe Animorphin' Bat Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_BatRanger-Animorphin-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9336.jpg?w=289,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Deluxe Animorphin Bat Ranger,Power Rangers Jungle Fury – Deluxe Animorphin Bat Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184732,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animorphin,Deluxe Animorphin' Elephant Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_ElephantRanger-Animorphin-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9334-1.jpg?w=304,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Deluxe Animorphin Elephant Ranger,Power Rangers Jungle Fury – Deluxe Animorphin Elephant Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184736,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animorphin,Deluxe Animorphin' Shark Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_SharkRanger-Animorphin-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9335.jpg?w=290,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Deluxe Animorphin Shark Ranger,Power Rangers Jungle Fury – Deluxe Animorphin Shark Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184737,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animorphin,Deluxe Animorphin' Tiger Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_TigerRanger-Animorphin-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9332.jpg?w=326,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Deluxe Animorphin Tiger Ranger,Power Rangers Jungle Fury – Deluxe Animorphin Tiger Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184738,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Animorphin,Deluxe Animorphin' Tiger Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_DeluxeAnimorphinTigerRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9332.jpg?w=326,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Deluxe Animorphin Tiger Ranger,Power Rangers Jungle Fury – Deluxe Animorphin Tiger Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184746,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Basic Series,Jungle Fury Evil Space Alien,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_JungleFuryEvilSpaceAlien-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9237-2.jpg?w=236,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Evil Space Alien,Power Rangers Jungle Fury – Evil Space Alien,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,exact-normalized-title
2184748,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Basic Series,Jungle Master Cheetah Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_JungleMasterCheetahRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9282.jpg?w=257,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Jungle Master Cheetah Ranger,Power Rangers Jungle Fury – Jungle Master Cheetah Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2184749,Power Rangers,Power Rangers Jungle Fury,Power Rangers Jungle Fury,2008,Basic Series,Jungle Master Elephant Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersjunglefury/thumb_JungleMasterElephantRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9279.jpg?w=258,The Toy Collectors Guide,Power Rangers Jungle Fury &#8211; Jungle Master Elephant Ranger,Power Rangers Jungle Fury – Jungle Master Elephant Ranger,https://thetoycollectorsguide.com/2008-power-rangers-jungle-fury/,token-contained-title
2213146,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Adventure Sets,Engine Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_EngineAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9768.jpg?w=446,The Toy Collectors Guide,Power Rangers RPM &#8211; Engine Adventure Set,Power Rangers RPM – Engine Adventure Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213147,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Adventure Sets,High Octane Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_HighOctaneAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9779.jpg?w=448,The Toy Collectors Guide,Power Rangers RPM &#8211; High Octane Adventure Set,Power Rangers RPM – High Octane Adventure Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213148,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Adventure Sets,Highway Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_HighwayAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9774.jpg?w=242,The Toy Collectors Guide,Power Rangers RPM &#8211; Highway Adventure Set,Power Rangers RPM – Highway Adventure Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213149,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Adventure Sets,Road Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_RoadAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9770.jpg?w=394,The Toy Collectors Guide,Power Rangers RPM &#8211; Road Adventure Set,Power Rangers RPM – Road Adventure Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213150,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Adventure Sets,Speed Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_SpeedAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9778.jpg?w=549,The Toy Collectors Guide,Power Rangers RPM &#8211; Speed Adventure Set,Power Rangers RPM – Speed Adventure Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213151,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Adventure Sets,Track Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_TrackAdventureSet-1.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9777.jpg?w=481,The Toy Collectors Guide,Power Rangers RPM &#8211; Track Adventure Set,Power Rangers RPM – Track Adventure Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213152,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Adventure Sets,Trax Adventure Set,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_TraxAdventureSet-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9773.jpg?w=260,The Toy Collectors Guide,Power Rangers RPM &#8211; Trax Adventure Set,Power Rangers RPM – Trax Adventure Set,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213153,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Evil Grinder,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_EvilGrinder-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9602.jpg?w=247,The Toy Collectors Guide,Power Rangers RPM &#8211; Evil Grinder,Power Rangers RPM – Evil Grinder,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213154,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Formula Eagle Transporter,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FormulaEagleTransporter-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9838.jpg?w=396,The Toy Collectors Guide,Power Rangers RPM &#8211; Formula Eagle Transporter,Power Rangers RPM – Formula Eagle Transporter,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213155,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Formula Wolf Transporter,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FormulaWolfTransporter-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9839.jpg?w=383,The Toy Collectors Guide,Power Rangers RPM &#8211; Formula Wolf Transporter,Power Rangers RPM – Formula Wolf Transporter,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
2213156,Power Rangers,Power Rangers RPM,Power Rangers RPM,2009,Basic Series,Full Throttle Bear Ranger,packaged,packaged_image_url,https://www.figurerealm.com/galleries/powerrangersrpm/thumb_FullThrottleBearRanger-Front.jpg,https://thetoycollectorsguide.com/wp-content/uploads/2022/11/img_9546.jpg?w=231,The Toy Collectors Guide,Power Rangers RPM &#8211; Full Throttle Bear Ranger,Power Rangers RPM – Full Throttle Bear Ranger,https://thetoycollectorsguide.com/2009-power-rangers-rpm/,token-contained-title
