catalog_item_id,item,quantity_owned,complete,packaged,sealed,access_note_count
1464507,Panthor,1,1,1,1,0
1464506,Megator,2,0,2,2,0
1464504,Man-E-Faces,1,1,1,1,0
1464511,Snoutspout,1,1,1,1,0
1464503,Leech,1,1,1,1,0
1464501,Icarius,1,1,1,1,0
1464500,Hurricane Hordak,1,1,1,0,0
1464499,Demo-Man,1,1,1,0,0
1464502,King Hssss,1,1,1,0,0
1464512,Swiftwind,1,1,1,1,0
1464513,Syklone,1,1,1,0,0
1464514,The Faceless One,1,1,1,1,0
1464517,Wind Raider,1,1,1,0,0
1464516,Weapons Rack,1,1,1,1,0
1464515,Vikor,1,1,1,1,0
1464493,Clawful,1,1,1,1,0
1464492,Catra,1,1,1,1,0
1464490,Bubble Power She-Ra,1,1,1,1,0
1464489,Bow,1,1,1,0,0
1464488,Battleground Teela,1,1,1,1,0
1464487,Battleground Evil-Lyn,1,1,1,1,0
1464486,Battle Armor Skeletor,1,1,1,0,0
1464553,Thunder Punch He-Man,1,1,1,1,0
1464551,Temple of Darkness Sorceress,1,1,1,1,0
1464550,Stinkor,1,1,1,1,0
1464549,Star Sisters,1,1,1,0,0
1464548,Spikor,1,1,1,1,0
1464554,Vykron,1,1,1,1,0
1464546,Snakemen,1,1,1,1,0
1464543,Slush Head,1,1,1,0,0
1464541,Shadow Weaver,1,1,1,1,0
1464540,Rattlor,1,1,1,1,0
1464539,Procrustus,1,1,1,1,0
1464538,Mosquitor,1,1,1,1,0
1464545,Snake Mountain Diorama Stands,2,0,2,0,0
1464555,Weapons Pack #3: Great Unrest Assortment,1,1,1,1,0
1464537,Mekanec,1,1,1,1,0
1464533,Horde Prime,1,1,1,1,0
1464532,Griffin,1,1,1,0,0
1464531,Granamyr,1,1,1,0,0
1464530,Frosta,1,1,1,1,0
1464528,Fisto,1,1,1,1,0
1464527,Fearless Photog,1,1,1,1,0
1464526,Eternos Palace King Randor,1,1,1,1,0
1464524,Dragon Blaster Skeletor,1,1,1,1,0
1464523,Drago-Man,1,1,1,1,0
1464522,Dekker,1,1,1,1,0
1464520,Castle Grayskullman,1,1,1,1,0
1464594,Batros,1,1,1,1,0
1464595,Castaspella,1,1,1,1,0
1464612,Netossa,1,1,1,1,0
1464611,Nepthu,1,1,1,1,0
1464609,Mantenna,1,1,1,1,0
1464608,Lord Dactus,1,1,1,1,0
1464607,King He-Man,1,1,1,1,0
1464606,Karatti,1,1,1,0,0
1464605,Jitsu,1,1,1,1,0
1464604,Icer,1,1,1,1,0
1464603,Horde Troopers,1,1,1,1,0
1464602,Geldor,1,1,1,1,0
1464601,Galactic Protector He-Man,1,1,1,1,0
1464599,Fighting Foe Men,1,1,1,1,0
1464598,Fang Man,1,1,1,1,0
1464597,Clamp Champ,1,1,1,1,0
1464596,Castle Grayskull,1,1,1,0,0
1464613,Octavia,1,1,1,0,0
1464614,Plundor,1,1,1,0,0
1464616,Rokkon and Stonedar,1,1,1,1,0
1464615,Ram-Man,1,1,1,1,0
1464626,Weapons Pack #4: End of Wars,1,1,1,1,0
1464625,Strong-Or,1,1,1,1,0
1464623,Standor,1,1,1,1,0
1464622,Stackable Figure Stands,1,1,1,0,0
1464621,Spirit of Hordak,1,1,1,1,0
1464620,Snake Face,1,1,1,0,0
1464619,Sky High with Jet Sled,1,1,1,0,0
1464618,Shokoti,1,1,1,1,0
1464617,Seahawk,1,1,1,1,0
1464624,Strobo,1,1,1,1,0
1464727,Two Bad,1,1,1,1,0
1464726,Tung Lashor,1,1,1,0,0
1464724,Sweet Bee,1,1,1,0,0
1464702,Eldor,1,1,1,1,0
1464701,Double Trouble,1,1,1,1,1
1464700,Blade,1,1,1,1,0
1464699,Battle Ram with Man-At-Arms,1,1,1,0,0
1464698,Batte Lion,1,1,1,0,0
1464697,Arrow,1,1,1,0,0
1464703,Entrapta,1,1,1,0,0
1464704,Extendar,1,1,1,0,0
1464705,Filmation Hordak,1,1,1,1,0
1464706,Flogg,1,1,1,1,0
1464723,Spinnerella,1,1,1,1,0
1464722,Scorpia,1,1,1,1,0
1464721,Rio Blast,1,1,1,0,0
1464720,Moduloc,1,1,1,1,0
1464719,Mermista,1,1,1,1,0
1464717,Madame Razz,1,1,1,1,0
1464716,Loo-Kee and Kowl,1,1,1,1,0
1464715,Light Hope,1,1,1,1,0
1464714,Intergalactic Overlord of Evil Skeletor,1,1,1,1,0
1464713,Imp as Treasure Chest,1,1,0,0,0
1464712,Hydron,1,1,1,1,0
1464711,Gwildor,1,1,1,1,0
1464710,Goat Man,1,1,1,1,0
1464709,Glimmer,1,1,1,1,0
1464708,Galactic Protector She-Ra,1,1,1,1,0
1464707,Flutterina,1,1,1,1,0
1464725,The Unnamed One,1,1,1,1,0
1464819,Lizard Man,1,1,1,1,0
1464818,Laser Power He-Man Vs. Laser Light Skeletor,1,1,1,0,0
1464817,King Chooblah,1,1,1,1,0
1464816,Huntara,1,1,1,1,0
1464815,Hover Robots,2,0,2,2,0
1464814,He-Ro 2 - Son of He-Man,1,1,1,1,0
1464813,Heads of Eternia,1,1,1,1,0
1464812,Flying Fist He-Man Vs. Terror Claws Skeletor,1,1,1,1,0
1464810,Dragstor,2,0,2,2,0
1464809,Ceratus,1,1,1,1,0
1464808,Callix,1,1,1,1,0
1464807,Buzz Saw Hordak,1,1,1,1,0
1464806,Blast Attak,1,1,1,1,0
1464805,Angella,1,1,1,1,0
1464811,Evil Seed,1,1,1,1,0
1464821,Mara of Primus,1,1,1,1,0
1464822,Multi-Bot,1,1,1,0,0
1464823,Ninjor,1,1,1,1,0
1464834,Sssqueeze,2,0,2,2,0
1464833,Spirit of Grayskull,1,1,1,1,0
1464832,Snake Armor He-Man Vs. Battle Armor King Hssss,1,1,1,1,0
1464831,Saurod,1,1,1,1,0
1464830,Rotar Vs. Twistoid,1,1,1,1,0
1464829,Queen Grayskull,1,1,1,1,0
1464828,Prahvus,1,1,1,1,0
1464827,Point Dread and Talon Fighter,1,1,1,0,0
1464826,Perfuma,1,1,1,1,0
1464825,Peekablue,1,1,1,1,0
1464824,Oo-Larr,1,1,1,1,0
1464949,Vultak,1,1,1,1,0
1464948,Tuskador,1,1,1,1,0
1464947,Serpentine King Hssss,2,0,2,2,0
1464946,Roton with Skelecon,1,1,1,0,0
1464945,Red Beastman,1,1,1,1,0
1464944,Night Stalker,2,0,2,2,0
1464943,Lord Masque,1,1,1,1,0
1464941,Green Granamyr,1,1,1,1,0
1464940,General Sunder,1,1,1,1,0
1464939,Despara,1,1,1,1,0
1464938,Darius,1,1,1,1,0
1464937,Crita,1,1,1,1,0
1464936,Camo Khan,1,1,1,1,0
1464935,Anti-Eternia He-Man,1,1,1,1,0
1464942,Horde Wraith,1,1,1,1,0
1465048,Trap-Jaw,1,1,1,1,0
1465047,Skeletor,1,1,1,1,0
1465046,He-Man,1,1,1,1,0
1465045,Evil-Lyn,1,1,1,1,0
1465043,Clawful,1,1,1,1,0
1465042,Beastman,1,1,1,1,0
1465044,Evil Seed,1,1,1,0,0
1465154,Tri-Klops,1,1,1,1,0
1465153,Teela,1,1,1,1,0
1465152,Man-At-Arms,1,1,1,1,0
1465151,Hordak,1,1,1,1,0
1465166,Chopper,1,1,1,1,0
1465167,Fisto,1,1,1,1,0
1465168,Grizzlor,1,1,1,1,0
1465178,Uncle Mortok and Driel,1,1,1,1,0
1465177,Tung Lashor,1,1,1,1,0
1465176,Spikor,1,1,1,1,0
1465175,Sorceress,1,1,1,1,0
1465174,She-Ra,1,1,1,1,0
1465173,Mer-Man,1,1,1,1,0
1465172,Mantenna,1,1,1,1,0
1465171,Man-E-Faces,1,1,1,1,0
1465170,Laughing Prince Adam,1,1,1,1,0
1465208,Stratos,1,1,1,1,0
1465207,Shadow Weaver,1,1,1,1,0
1465206,Roboto,1,1,1,1,0
1465205,Prince Adam,1,1,1,1,0
1465204,Modulok,1,1,1,1,0
1465203,Kittrina,1,1,1,1,0
1403648,Valance,1,1,1,1,0
1403647,Rock 'Em Sock 'Em Playset,1,1,0,0,0
1403646,McDonald's Panthor,1,1,1,1,0
1403634,Terrordacyl,1,1,1,1,0
1403633,Stratos,1,1,1,1,0
1403632,Skeletor,1,1,1,1,1
1403626,Castle Grayskull,1,1,1,0,0
1403625,Beast Man,2,0,2,2,0
1403623,Battle Sound Skeletor,1,1,1,1,0
1403629,Man-At-Arms,1,1,1,1,0
1403621,Battle Ram Chariot,1,1,1,1,0
1403620,Battle Hawk,1,1,1,1,0
1403635,Bashin' Beetle,1,1,1,1,0
1403643,Ram-Man,1,1,1,1,1
1403642,Mer-Man,1,1,1,1,0
1403641,Mecha-Nek,1,1,0,0,0
1403660,Smash Blade He-Man,1,1,1,1,0
1403659,Skeletor Bat Fight Pak,1,1,1,1,0
1403657,Samurai Man-At-Arms,1,1,1,1,0
1403656,Samurai He-Man,1,1,1,1,0
1403655,Samurai Battlecat,1,1,0,0,0
1403654,Samurai Battle Raptor,1,1,1,1,0
1403653,Orko,1,1,0,0,0
1403652,He-Man Eagle Fight Pak,1,1,1,1,1
1403651,Dragon Walker (with Jungle Attack He-Man),1,1,1,1,0
1403649,Attack Squid,1,1,1,1,0
1403662,Teela,1,1,1,1,0
1403663,Trap Jaw,1,1,0,0,0
1403665,War Whale,1,1,1,1,0
1403675,Sy-Klone,1,1,1,0,0
1403673,Slime Pit,1,1,1,1,0
1403670,Martial Arts He-Man,1,1,1,1,0
1403667,Faker,1,1,1,1,1
1403672,Prince Adam,1,1,1,1,0
1403702,Wolf Armor He-Man vs. Snake Armor Skeletor,1,1,1,1,1
1403680,Battle Armor Skeletor,1,1,1,1,0
1403679,Battle Armor He-Man,1,1,1,1,0
1403681,Battle Station,1,1,1,1,0
1403683,Buzz-Off,2,0,2,2,0
1403701,Whiplash,2,0,2,2,0
1403700,Two-Bad,1,1,0,0,0
1403699,Tri-Klops (repaint: silver pants),1,1,1,1,0
1403697,Sky Strike Stratos,1,1,0,0,0
1403696,Shield Strike He-Man,1,1,1,1,0
1403695,Roboto,1,1,1,1,0
1403694,Ram-Man (repaint: bronze shoulder pads),1,1,0,0,0
1403693,Mossman,1,1,1,1,0
1403692,Mer-Man (repaint: green and orange chestplate),1,1,0,0,0
1403690,Man-E-Faces,1,1,1,1,0
1403686,Evil-Lyn,1,1,1,1,0
1403685,Disco Skeletor,1,1,1,1,0
1403720,Zodak (SM),1,1,1,1,0
1403719,Whiplash (SM),1,1,1,1,0
1403718,Venom-Spitting Khan (SM),1,1,1,1,0
1403717,Two-Bad (SM),1,1,1,1,0
1403715,The General (SM),1,1,1,1,0
1403714,Spitbull (SM),1,1,1,1,0
1403712,Snake Hunter He-Man (SM),1,1,1,1,0
1403711,Snake Crush Skeletor (SM),1,1,1,1,0
1403709,Serpent Track Mecha-Nek (SM),1,1,1,1,0
1403708,Serpent Claw Man-At-Arms (SM),1,1,1,1,0
1403707,Rotocast Skeletor (12inch) (SM),1,1,1,1,0
1403706,Rotocast He-Man (12inch) (SM),1,1,1,1,0
1403713,Snake Teela (SM),1,1,1,1,0
1403704,Battle Fist (SM),1,1,1,1,0
1403703,Battle Bones (SM),1,1,1,1,0
1403798,Snake Armor,1,1,1,1,0
1403797,She-Ra (SM),1,1,1,1,0
1403794,Mecha Bite Panthor (SM),1,1,1,1,0
1481298,Snout Spout,1,1,1,0,0
1481297,King Randor (SDCC),1,1,1,0,0
1481295,Clawful,1,1,1,0,0
1481301,Stinkor,1,1,1,1,0
1481299,Clamp Champ,2,0,2,0,0
1481412,Evil-Lyn (classic deco),1,1,1,1,1
1481419,Webstor,1,1,1,1,0
1481422,Sssqueeze,1,1,1,0,0
1481484,Battle Armor He-Man,1,1,1,1,0
1481485,He-Man (classic deco SDCC),1,1,1,1,0
18440,Dairy Delivery V5258,1,1,1,1,1
18439,50's Chevy Truck V5229,1,1,1,1,1
19155,Grayskull 5-Pack GRM88,1,1,1,1,1
1225279,Megatron Armor Skeletor,2,0,2,2,0
1225278,Bumblebee Armor Man-At-Arms,2,0,2,2,0
18855,Skeletor,1,1,1,1,0
1465216,Evil-Lyn Deluxe Figure,1,1,1,0,0
1342559,Turbo Tormentor,2,0,0,0,0
1342558,Terror Claw,1,1,1,1,1
1342557,Starship Eternia,1,1,1,0,0
1342556,Slush Head (Calamar),1,1,1,1,0
1342555,Skeletor,1,1,1,1,0
1342554,Shuttle Pod,1,1,1,1,0
1342551,Hydron,1,1,1,1,0
1342550,He-Man,2,0,2,2,0
1342549,Flogg,1,1,1,1,0
1342548,Flip Shot,2,0,2,2,0
1342547,Bola Jet,1,1,1,1,0
1342546,Astro Sub,1,1,1,0,0
1342636,Vizar,1,1,1,1,0
1342635,Optikk,2,0,2,2,0
1342634,Nordor,1,1,1,0,1
1342633,Nocturna,1,1,1,1,0
1342632,Lizorr,1,1,1,1,0
1342631,Kayo,1,1,1,1,0
1342629,Hoove,2,0,0,0,0
1342628,Disks of Doom Skeletor,1,1,1,1,0
1342630,Karatti,1,1,1,1,0
1342726,Tuskador,1,1,1,1,0
1342725,Terrotred,1,1,1,1,0
1342724,Staghorn,1,1,1,1,0
1342722,Skull Staff,1,1,1,1,0
1342721,Sagitar,1,1,1,0,0
1342720,Quakke,1,1,1,1,0
1342718,Butthead,1,1,1,1,0
1342717,Battle Bird,1,1,1,0,0
1342716,Artilla (Weaponstronic),1,1,1,1,1
1342719,Doomcopter,1,1,1,1,0
1342832,Battle Blade Skeletor,1,1,1,1,0
1342837,Thunder Punch,1,1,1,1,0
1225262,She-Ra & Swiftwind,2,0,2,2,0
1225093,Whiplash,2,0,2,2,0
1225135,Spikor,2,0,2,2,0
1324810,Colorforms Playset,1,1,1,0,1
1324503,Enchanta,1,1,1,0,0
1324502,Double Trouble,1,1,1,1,0
1324500,Crystal Castle,1,1,1,1,0
1324499,Catra,1,1,0,0,0
1324498,Castaspella,1,1,1,1,1
1324497,Bow,1,1,1,1,0
1324495,Angella,1,1,1,1,1
1324507,Frosta,1,1,1,1,1
1324514,Storm,1,1,0,0,0
1324513,She-Ra,1,1,0,0,0
1324510,Kowl,1,1,1,1,0
1324515,Swiftwind,1,0,0,0,1
1324673,Crystal Sundancer,1,1,1,1,0
1324671,Crystal Falls,1,1,1,1,1
1324669,Clawdeen,1,1,0,0,0
1324668,Butterflyer,1,1,1,0,0
1324674,Crystal Swiftwind,2,0,2,2,0
1324675,Entrapta,1,1,1,1,0
1324688,Sweetbee,1,1,1,1,0
1324687,Starburst She-Ra,2,0,2,2,1
1324685,Seaharp,1,1,1,1,0
1324684,Scratch and Sound Catra,1,1,1,1,1
1324682,Perfuma,1,1,1,1,0
1324680,Mermista,2,0,2,2,0
1324870,Shower Power Catra,1,1,0,0,0
1324868,Netossa,1,1,1,1,0
1324867,Lookie,1,1,1,1,1
1465160,Skeletor,1,1,1,1,0
1465159,She-Ra,1,1,1,1,0
1465158,Hordak,1,1,1,1,0
1465157,He-Ro,1,1,1,1,0
1465156,He-Man,1,1,1,1,0
1465155,Eldor,1,1,1,1,0
1465190,Robot He-Man,1,1,1,1,0
1465189,Prince Adam,1,1,1,1,0
1465188,Orko,1,1,1,1,0
1465187,Mer-Man,1,1,1,1,0
1465186,He-Man (Japanese Packaging),1,1,1,1,0
1465185,Gold Statue He-Man,1,1,1,1,0
1465184,Frozen Teela,1,1,1,1,0
1465191,Shadow Orko,1,1,1,1,0
1465183,Evil-Lyn,1,1,1,1,0
1465181,Crystal Man-Man-At-Arms,1,1,1,1,0
1465180,Buzz-Off,1,1,1,1,0
1465179,Beast Man,1,1,1,1,0
1465182,Evil Seed,1,1,1,1,0
1465192,Shadow Weaver,1,1,1,1,0
1465193,Skeletor (Japanese Packaging),1,1,1,1,0
1465194,Stratos,1,1,1,1,0
1465196,Trap Jaw,1,1,1,1,0
1465195,Transforming He-Man,1,1,1,1,0
1465052,Terror Wolf,1,1,1,1,0
1465051,Terror Jaguar,1,1,1,1,0
1465050,Terror Bat,1,1,1,1,0
1465049,Possessed Skeletor,1,1,1,1,0
1422081,Ultimate Skeletor,1,1,1,1,0
1341864,MOTU Hook Ball Dart Game,1,1,0,0,1
1341863,MOTU Battle Cat Tote,1,1,0,0,1
1341558,Castle Grayskull,1,1,1,0,0
1341557,Beast Man,2,0,2,2,0
1341556,Battle Ram,1,1,1,1,0
1341555,Battle Cat,1,1,0,0,0
1341559,He-Man,1,1,0,0,0
1341560,Man-At-Arms,1,1,0,0,0
1341561,Mer Man,2,0,2,2,0
1341562,Skeletor,1,1,0,0,0
1341566,Zodak,1,1,0,0,0
1341565,Wind Raider,1,1,0,0,1
1341564,Teela,1,1,0,0,0
1341563,Stratos,1,1,0,0,0
1341577,Zoar,1,1,0,0,0
1341576,Tri-Klops,1,1,0,0,0
1341575,Trap Jaw,1,1,0,0,0
1341574,Screech,1,1,0,0,0
1341573,Ram-Man,1,1,0,0,0
1341572,Point Dread & Talon Fighter,1,1,0,0,0
1341571,Panthor,1,1,0,0,0
1341569,Faker,1,1,0,0,0
1341568,Evil-Lyn,2,0,2,2,0
1341567,Attak Trak,1,1,0,0,0
1341570,Man-E-Faces,1,1,0,0,0
1341603,Battle Armor He-Man,1,1,0,0,0
1341604,Battle Armor Skeletor,2,0,2,0,0
1341605,Buzz-Off,2,0,2,2,0
1341606,Clawful,1,1,0,0,0
1341607,Dragon Walker,1,1,0,0,0
1341619,Whiplash,1,1,0,0,0
1341618,Webstor,2,0,2,2,1
1341617,Strydor,1,1,1,0,1
1341616,Snake Mountain,1,1,1,0,1
1341615,Roton,1,1,0,0,0
1341614,Road Ripper,1,1,0,0,0
1341613,Prince Adam,1,1,0,0,0
1341612,Orko,1,1,0,0,0
1341611,Mecha-Nek,1,1,0,0,0
1341610,Kobra Khan,2,0,2,2,1
1341609,Jitsu,1,1,0,0,0
1341608,Fisto,1,1,1,0,1
1341716,Two Bad,1,1,1,0,0
1341715,Thunder Punch He-Man,1,1,1,0,0
1341713,Stinkor,1,1,0,0,0
1341712,Spikor,2,0,2,2,0
1341711,Spidor,1,1,1,0,0
1341710,Roboto,1,1,1,0,0
1341709,Night Stalker,1,1,0,0,0
1341708,Moss Man,1,1,1,0,0
1341707,Modulok,2,0,2,2,0
1341714,Sy-Klone,1,1,1,0,0
1341706,Mantena,2,0,2,2,1
1341705,Leech,1,1,1,0,0
1341703,Hordak,1,1,1,0,0
1341702,Grizzlor,1,1,1,0,1
1341701,Fright Zone,3,0,3,3,0
1341700,Dragon Blaster Skeletor,1,1,1,0,0
1341699,Battle Bones,1,1,1,0,0
1341698,Bashasaurus,1,1,0,0,0
1341704,Land Shark,2,0,2,2,0
1341870,Fright Fighter,1,1,0,0,0
1341869,Flying Fist He-Man,1,1,1,0,0
1341868,Extendar,1,1,1,0,0
1341867,Eternia,1,1,1,0,1
1341866,Dragstor,2,0,2,2,1
1341865,Blaster Hawk,1,1,1,0,0
1341871,Horde Trooper,2,0,0,0,0
1341872,Hurricane Hordak,1,1,1,0,0
1341873,Jet Sled,1,1,1,0,0
1341874,King Hisss,2,0,2,2,1
1341888,Tonge Lashor,1,1,1,0,0
1341887,Terror Claws Skeletor,1,1,1,0,0
1341886,Stonedar,2,0,0,0,0
1341885,Stilt Stalker,1,1,1,0,0
1341884,Snout Spout,1,1,1,0,0
1341883,Slime Pit,1,1,1,0,0
1341882,Rokkon,1,1,1,0,0
1341881,Rio-Blast,1,1,1,0,0
1341880,Rattlor,1,1,1,0,0
1341879,Multi-Bot,1,1,1,0,0
1341878,Monstroid,1,1,1,0,0
1341877,Megalaser,1,1,1,0,0
1341876,Manti Saur,1,1,1,0,0
1341875,Laser Bolt,1,1,1,0,0
1342055,Bionatops,1,1,0,0,0
1342054,Beam-Blaster & Artilleray,1,1,1,0,0
1342053,Astro Lion,1,1,1,0,0
1342056,Blade,1,1,1,0,0
1342057,Blast-Attack,1,1,1,0,0
1342058,Buzz Saw Hordak,1,1,1,0,0
1342059,Clamp Champ,1,1,1,0,0
1342076,Scareglow,1,1,1,0,0
1342075,Saurod,1,1,1,0,0
1342074,Rotar,1,1,1,0,0
1342073,Rhinorb,1,1,1,0,0
1342072,Orbear,1,1,1,0,0
1342071,Ninjor,1,1,1,0,0
1342070,Mosquitor,1,1,1,0,0
1342068,King Randor,1,1,1,0,0
1342067,Gwildor,1,1,1,0,0
1342066,Gore-Illa,1,1,1,0,0
1342065,Faker (2),2,0,2,2,0
1342064,Dinosorb,1,1,1,0,0
1342063,Crocobite,1,1,1,0,0
1342062,Cometroid,1,1,1,0,0
1342061,Comet Cat,1,1,0,0,0
1342060,Cliff Climber,1,1,1,0,0
1342077,Scubattack,1,1,1,0,0
1342078,Snake Face,1,1,1,0,0
1342080,Squeeeze,1,1,1,0,0
1342087,Tyrantosourus Rex,1,1,1,0,0
1342086,Ty-grrr,1,1,1,1,0
1342085,Twistoid,1,1,1,0,0
1342084,Tuskor,1,1,1,0,0
1342083,Turbodactyl,1,1,1,0,0
1342082,Tower Tools,1,1,1,0,0
1342079,Sorceress,1,1,1,0,0
1543517,M182 Alice,1,1,0,0,0
1543504,M151 East,1,1,0,0,0
1595217,Battle Cruiser,1,0,1,0,1
1595219,Giant Acroyear,1,0,1,0,1
1595232,Microrail City,1,0,1,0,0
1595227,Galactic Command Center,1,1,1,0,0
1595241,Hornetroid,1,0,1,0,1
1595253,Gammatron,1,1,1,0,0
1595249,Betatron,1,1,1,0,0
1595247,Alphatron,1,1,1,0,0
1621106,Chairry,1,1,1,1,0
1621116,Talking PeeWee,1,1,1,1,0
1621114,Ricardo,1,1,1,1,0
1621113,Reba,1,1,1,1,0
1621125,Pterri,1,1,1,1,0
1621120,PeeWee's Playhouse,1,1,1,1,0
1621112,PeeWee Herman with Scooter,1,1,1,1,0
1621111,PeeWee Herman,1,1,1,1,0
1621109,Miss Yvonne,1,1,1,1,0
1621124,Magic Screen,1,1,1,1,0
1621117,Large Pterri,1,1,1,1,0
1621115,Large Chairry,1,1,1,0,0
1621108,King of Cartoons,1,1,1,1,0
1621119,Jambi the Genie and the Puppet Land Band,1,1,1,1,0
1621118,Globey and Randy,1,1,1,1,0
1621107,Cowboy Curtis,1,1,1,1,0
1621123,Conky,1,1,1,1,0
1646995,Zooli,1,1,1,1,0
1646994,Wraith,1,1,1,1,0
1646993,Ren,1,1,1,1,0
1646992,Niddler,1,1,1,1,0
1646991,Mantus,1,1,1,1,0
1646990,Konk,1,1,1,1,0
1646989,Joat,1,1,1,1,0
1646988,Ioz,1,1,1,1,0
1646987,Bloth,1,1,1,1,0
1690114,Larvell Jones,1,1,1,1,0
1690113,Hand Cuffers,1,1,1,1,0
1690110,Crazy Cruiser,1,1,1,0,0
1690109,Crash Cycle,1,1,1,1,0
1690116,Moses Hightower,1,1,1,1,0
1690108,Claw,1,1,1,1,0
1690117,Mr. Sleaze,1,1,1,1,0
1690118,Numbskull,1,1,1,1,0
1690121,Zed,1,1,1,1,0
1690124,SWAT Eugene Tackleberry,1,1,1,1,0
1690127,Kingpin,1,1,1,1,0
1690125,Flunghi,1,1,1,1,0
1690123,Copper Corner,1,1,1,0,0
1690129,Undercover Carey Mahoney,1,1,1,1,0
1690130,Snack Attack House,1,1,1,1,0
1690132,Sky Gliden Zed,1,1,1,1,0
1741904,Drrench,1,1,1,1,0
1741902,Bakatak,1,1,1,1,0
1741901,Arkus,1,1,1,1,0
1741900,Adam Power,1,1,1,1,0
1741913,Evol,1,1,1,1,0
1741905,Ggripptogg,1,1,1,1,0
1741916,Warbot,1,1,1,1,0
1741909,Tork,1,1,1,1,0
1741915,Thrash,1,1,1,0,0
1741908,Sydot the Supreme,1,1,1,1,0
1741907,Shaya,1,1,1,1,0
1741906,Raygoth,1,1,1,1,0
1785133,Bones,1,1,1,0,0
1785058,Blue Ranger,1,1,1,1,0
1785132,Baboo,1,1,1,0,0
1785136,King Sphinx,1,1,1,1,0
1785049,Tyrannosaurus Battle Bike,1,1,1,1,0
1785174,Saba the Tiger Sabre,1,1,1,1,0
1785063,Pink Ranger,1,1,1,1,0
1785095,Pirantis Head,1,1,1,1,0
1785108,Killer Bite Slippery Shark,1,1,1,1,0
1785148,Karate Kickin Trini,1,1,1,1,0
1785023,Power Dome Morphin Playset,1,0,1,0,0
1785093,Guitardo,1,1,1,1,0
1785092,Goo Fish,1,1,1,0,0
1785202,Red Dragon Thunderzord,1,1,1,1,0
1785213,White Tigerzord with White Ranger,1,1,1,1,0
1785209,Tor the Shuttlezord,1,1,1,0,0
1785097,Socadillo,1,1,1,0,0
1785120,Snapping Chest Flytrap,1,1,1,1,0
1785119,Head Butting Robo Goat,1,1,1,1,0
1785117,Evil Light Lord Zed,1,1,1,1,0
2366908,Pulsar,1,1,1,0,0
2406164,Egon Spangler with Gulper Ghost,1,1,1,1,0
2406168,Green Ghost,1,1,1,1,0
2406169,Peter Venkman with Grabber Ghost,1,1,1,1,0
2406173,Stay-Puft Marshmallow Man,1,1,1,1,0
2406171,Ray Stantz with Wrapper Ghost,1,1,1,1,0
2406083,Winston Zedmore with Chomper Ghost,1,1,1,1,0
2443456,Stay Puffed Nightlight AM Radio,1,1,1,1,1
2443455,Gumball Machine Coin Bank,1,1,1,1,1
2443454,Dancing Slimer FM Radio,1,1,1,1,1
2443453,Ceiling Fan,1,1,1,0,1
2443452,AM/FM Headphone Radio,1,1,1,1,1
2406082,Stay-Puft Marshmallow Man,2,0,2,0,0
2406079,Green Ghost,1,1,1,1,1
6576078,Ghostzapper,1,1,1,0,1
2406044,Ecto-Glow Hero: Egon Spangler,1,1,1,1,0
2406045,Ecto-Glow Hero: Louis Tully,1,1,1,1,0
2406046,Ecto-Glow Hero: Peter Venkman,1,1,1,1,0
2406048,Ecto-Glow Hero: Winston Zedmore,1,1,1,1,0
2406047,Ecto-Glow Hero: Ray Stantz,1,1,1,1,0
2406087,H2Ghost,1,1,1,1,0
2406088,Gooper Ghost-Sludge Bucket,1,1,1,1,0
2406084,Bad-Too-The-Bone Ghost,1,1,1,1,0
2406042,Proton Pack,1,1,1,0,0
2406098,Mini Ghost: Mini Shooter,1,1,1,1,1
2406097,Mini Ghost: Mini Goopers,1,1,1,1,0
2406055,Fright Feature Winston Zedmore,1,1,1,1,0
2406054,Fright Feature Ray Stantz,1,1,1,1,0
2406053,Fright Feature Peter Venkman,1,1,1,1,0
2406051,Fright Feature Egon Spangler,1,1,1,1,0
2406039,Firehouse,1,1,0,0,0
2406099,Mini Ghost: Mini Traps,1,1,1,1,0
2406100,Pull Speed Ahead Ghost,1,1,1,1,0
2406126,Highway Haunter,1,1,1,1,1
2406102,Haunted Human: Tombstone Tackle,1,1,1,1,0
2406096,Haunted Human: Mail Fraud,1,1,1,1,1
2406095,Haunted Human: Hard Hat Horror,1,1,1,1,0
2406093,Haunted Human: Granny Gross,1,1,1,1,1
2406104,Haunted Human: Ex-Cop,1,1,1,1,0
2406094,Gooper Ghost: Green Ghost,1,1,0,0,0
2406052,Fright Feature: Janine Melnitz,1,1,1,1,0
2406121,Ecto-2,1,1,1,1,0
2406101,Haunted Human: Terror Trash,1,1,1,1,0
2406091,Brain Blaster Ghost,1,1,1,1,0
2406063,Monster: Mummy,1,1,1,1,0
2406062,Monster: Frankenstein,1,1,1,1,0
2406061,Monster: Dracula,1,1,1,1,0
2406064,Monster: Quasimodo,1,1,1,1,0
2406065,Monster: Wolfman,1,1,1,1,0
2406066,Monster: Zombie,1,1,1,1,1
2406073,Screaming Hero: Egon Spangler,1,1,1,1,0
2406103,Wicked Wheelie,1,1,1,1,0
2406077,Screaming Hero: Winston Zedmore,1,1,1,0,0
2406076,Screaming Hero: Ray Stantz,1,1,1,1,1
2406075,Screaming Hero: Peter Venkman,1,1,1,1,0
2406074,Screaming Hero: Janine Melnitz,1,1,1,1,0
2406059,Green Ghost with Proton Pack,1,1,1,1,0
